"REALINC","REALRINC","HRS1","WRKSLF","DIVORCE","SPWRKSLF","PAWRKSLF","SIBS","CHILDS","AGE","EDUC","PAEDUC","MAEDUC","SPEDUC","SEX","INCOM16","BORN","HOMPOP","BABIES","PRETEEN","TEENS","ADULTS","EARNRS","ATTEND","RACLIVE","WKSUB","WKSUBS","WKSUP","UNEMP","PHONE","PASEI10","PRESTG10","SEI10","SPPRES10","SPSEI10","YEAR","CLASS_","WRKSTAT_X2","WRKSTAT_X5","WRKSTAT_X7","OCC10_X23","OCC10_X47","OCC10_Other","INDUS10_X23","INDUS10_X47","INDUS10_X57","INDUS10_Other","SPWRKSTA_X2","SPWRKSTA_X5","SPWRKSTA_X7","SPOCC10_X23","SPOCC10_X47","SPOCC10_X57","SPOCC10_Other","SPIND10_X23","SPIND10_X47","SPIND10_X57","SPIND10_Other","PAOCC10_X20","PAOCC10_X47","PAOCC10_X62","PAOCC10_X77","PAOCC10_X91","PAOCC10_Other","RACE_X2","RACE_X3","RES16_X2","RES16_X3","RES16_X4","RES16_X5","RES16_X6","REG16_X1","REG16_X2","REG16_X3","REG16_X4","REG16_X5","REG16_X6","REG16_X7","REG16_X8","REG16_X9","MOBILE16_X2","MOBILE16_X3","FAMILY16_X3","FAMILY16_X5","PARBORN_X8","GRANBORN_X1","GRANBORN_X2","GRANBORN_X4","REGION_X2","REGION_X3","REGION_X4","REGION_X5","REGION_X6","REGION_X7","REGION_X8","REGION_X9","RELIG_X2","RELIG_X4","RELIG16_X2","RELIG16_X4","FUND16_X2","FUND16_X3","SPREL_X2","SPREL_X4","HEALTH_X2","HEALTH_X3","OWNGUN_X2","UNION__X2","UNION__X3","UNION__X4","ETH1_X11","ETH1_X14","ETH1_X15","ETH1_X17","ETH1_X24","ETH1_X30","ETH1_X8","ETH1_Other"
1.35043226278306,-0.766883466160777,-0.202628151297893,-0.399212313205007,1.88264351137147,-0.374659206039292,1.71463339300674,-0.507817018223929,-0.0157429981620399,0.16377795242252,0.320591496316137,0.13339151404223,0.100854183579978,1.14150096515491,-1.01813315560069,-1.07155657490838,0.321583501249461,0.719680769909765,-0.4881061124865,-0.521033864862094,1.38131201710107,1.46525392955495,2.4933737319948,0.375852187844013,-1.30205298897526,0.474388560281099,0.428733384541428,-0.918758148035778,-0.626896013961182,-0.384650191931752,-1.14334522389342,-0.0988135605481414,-0.539349513153729,-1.15869895757995,-0.44133957557258,-1.68901571684098,"L2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
-0.437500218656527,0.328490489265075,3.65367651231536,-0.399212313205007,1.88264351137147,-0.374659206039292,-0.583032795276997,-0.507817018223929,-0.715431805363814,-0.977863307566002,-0.725170775051487,-0.369083877288123,0.100854183579978,-1.02483475995869,0.981882865223256,0.186323483678127,0.321583501249461,-0.0769219501563879,-0.4881061124865,0.947960291577291,-0.433219368253375,-0.331225984075641,0.0711527415930514,-0.744005355080421,-1.30205298897526,0.474388560281099,0.428733384541428,1.08808558828811,1.59466239653249,-0.384650191931752,-0.789373197844269,0.127423067465728,0.318629852656514,-0.533826547340921,-0.515032762975651,-1.68901571684098,"L2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
-0.437500218656527,0.328490489265075,-0.832228912704138,-0.399212313205007,-0.53100201602785,-0.374659206039292,-0.583032795276997,1.24857560857738,3.48270103784683,0.620434456417929,-0.725170775051487,-0.871559268618476,-1.14162276523977,0.0583331025981111,0.981882865223256,0.186323483678127,0.321583501249461,3.90609165017438,1.07227306828952,-0.521033864862094,-0.433219368253375,8.65117358407733,3.70448422719567,1.12242388312697,0.767777892654563,0.474388560281099,-2.33172301492048,-0.918758148035778,1.59466239653249,-0.384650191931752,-1.17824387434897,-0.852935653927708,-1.19177132257193,0.0910458628981084,-0.482791993486808,-1.68901571684098,"L2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.403308347867458,-0.685041518196362,-2.56363100657131,-0.399212313205007,1.88264351137147,2.66825820341689,-0.583032795276997,0.89729708321712,2.08332342344328,-0.292878551572889,-0.725170775051487,0.13339151404223,0.100854183579978,0.419389056783711,-1.01813315560069,0.186323483678127,0.321583501249461,2.31288621004207,-0.4881061124865,2.41695444801668,1.38131201710107,1.46525392955495,1.28226323679392,0.375852187844013,-1.30205298897526,0.474388560281099,-2.33172301492048,-0.918758148035778,-0.626896013961182,-0.384650191931752,-1.17824387434897,-0.475874607237925,-0.38294702459457,-0.533826547340921,0.848291203981162,-1.68901571684098,"L2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.437500218656527,-0.464029583835168,-0.202628151297893,-0.399212313205007,-0.53100201602785,-0.374659206039292,-0.583032795276997,1.59985413393765,-1.41512061256559,-1.58673864622655,-0.0279959274730707,0.635866905372582,0.100854183579978,-0.302722851587488,-1.01813315560069,0.186323483678127,0.321583501249461,-0.0769219501563879,-0.4881061124865,-0.521033864862094,-0.433219368253375,1.46525392955495,1.28226323679392,0.00256634020253515,0.767777892654563,0.474388560281099,0.428733384541428,-0.918758148035778,1.59466239653249,-0.384650191931752,1.27961822202047,0.0520108581277718,-0.517006300502421,-0.611935598620799,-1.02627925058446,-1.68901571684098,"L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
-1.12800032858852,-0.65228688907647,-0.596128627176796,-0.399212313205007,-0.53100201602785,-0.374659206039292,-0.583032795276997,-0.859095543584192,-0.715431805363814,-0.597316220903161,-0.725170775051487,-0.369083877288123,0.100854183579978,-1.02483475995869,0.981882865223256,0.186323483678127,0.321583501249461,-0.873524670222541,-0.4881061124865,-0.521033864862094,-0.433219368253375,-0.331225984075641,0.0711527415930514,-1.49057705036338,0.767777892654563,0.474388560281099,-2.33172301492048,-0.918758148035778,1.59466239653249,-1.29980306492923,-0.021602887822172,-0.551286816575881,0.774431390743206,0.325373016737744,-0.768353094673707,-1.68901571684098,"L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1.35043226278306,1.75760296728757,0.977873276338816,-0.399212313205007,-0.53100201602785,2.66825820341689,-0.583032795276997,-0.507817018223929,0.683945809039735,0.392106204420224,0.669178920105346,-0.369083877288123,-2.38409971405952,-0.663778805773088,0.981882865223256,0.186323483678127,0.321583501249461,-0.0769219501563879,-0.4881061124865,-0.521033864862094,-0.433219368253375,1.46525392955495,1.28226323679392,-0.370719507438943,-1.30205298897526,0.474388560281099,0.428733384541428,-0.918758148035778,1.59466239653249,-0.384650191931752,-0.021602887822172,1.93731609157669,1.61900482896266,0.0129368116182298,0.498248563816575,-1.68901571684098,"L4",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1.05402350923014,-0.537690311992163,-1.3831295789346,2.50414996464959,-0.53100201602785,-0.374659206039292,-0.583032795276997,-0.859095543584192,-1.41512061256559,-1.51062922889398,-0.376583351262279,-0.117846181622947,0.100854183579978,-0.663778805773088,0.981882865223256,1.44420354226464,0.321583501249461,-0.873524670222541,-0.4881061124865,-0.521033864862094,-0.433219368253375,-0.331225984075641,0.0711527415930514,0.00256634020253515,-1.30205298897526,-2.10731789022828,-2.33172301492048,1.08808558828811,1.59466239653249,-0.384650191931752,-0.0764436242523219,0.202835276803685,-0.22207589350515,-1.93978947037874,-0.768353094673707,-1.68901571684098,"L2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.0264747324233728,0.149859400623471,0.426972610108352,-0.399212313205007,-0.53100201602785,-0.374659206039292,-0.583032795276997,-0.859095543584192,1.38363461624151,0.239887369755088,-0.0279959274730707,-0.871559268618476,-1.14162276523977,-0.663778805773088,0.981882865223256,0.186323483678127,0.321583501249461,1.51628348997592,-0.4881061124865,-0.521033864862094,1.38131201710107,3.26173384318555,1.28226323679392,1.12242388312697,0.767777892654563,-2.10731789022828,0.428733384541428,1.08808558828811,-0.626896013961182,-0.384650191931752,-0.968851971615668,0.278247486141642,-0.172920825672271,1.41889973465605,1.60825219907533,-1.68901571684098,"L2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.258102592446982,-0.766883466160777,-0.910929007879918,-0.399212313205007,-0.53100201602785,-0.374659206039292,1.71463339300674,-1.21037406894445,-0.715431805363814,0.315996787087656,-0.725170775051487,0.13339151404223,0.100854183579978,-0.663778805773088,-1.01813315560069,0.186323483678127,0.321583501249461,-0.873524670222541,-0.4881061124865,-0.521033864862094,-0.433219368253375,-0.331225984075641,0.0711527415930514,1.12242388312697,-1.30205298897526,0.474388560281099,0.428733384541428,-0.918758148035778,1.59466239653249,-0.384650191931752,-0.350647306403071,-1.9087065846591,-1.62522964800732,-0.143281290941528,-1.1137899106256,-1.68901571684098,"L2",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
