"REALINC","REALRINC","WRKSTAT","HRS1","WRKSLF","OCC10","INDUS10","MARITAL","DIVORCE","WIDOWED","SPWRKSTA","SPWRKSLF","SPOCC10","SPIND10","PAWRKSLF","PAOCC10","SIBS","CHILDS","AGE","EDUC","PAEDUC","MAEDUC","SPEDUC","SEX","RACE","RES16","REG16","MOBILE16","FAMILY16","INCOM16","BORN","PARBORN","GRANBORN","HOMPOP","BABIES","PRETEEN","TEENS","ADULTS","UNRELAT","EARNRS","REGION","RELIG","ATTEND","RELIG16","FUND16","SPREL","RACLIVE","HEALTH","WKSUB","WKSUBS","WKSUP","UNEMP","OWNGUN","PHONE","PARTNERS","PASEI10","PRESTG10","SEI10","SPPRES10","SPSEI10","YEAR","ID_","CLASS_","UNION_","ETH1"
37500,18750,"1",45,0,"47","49","1",0,0,"1",0,"49","49",0,"62",4,0,36,14,12,11,15,0,"1","1","2","2","1",3,1,"0","3",2,0,0,0,2,0,2,"2","1",3,"1","3","2",1,"1",1,0,1,NA,"1",3,NA,25.2,38,43,31,55.3,1987,"388","3","4","26"
55000,37500,"1",40,0,"77","48","1",0,0,"1",0,"48","48",0,"89",3,0,39,14,9,16,12,1,"1","3","2","2","1",2,1,"0","2",5,0,0,2,3,0,4,"2","4",0,"1","3","4",1,"1",1,1,1,NA,"1",3,NA,26.8,50,46.5,45,62,1987,"395","3","4","14"
45000,16250,"1",40,0,"50","42","1",0,0,"1",0,"42","42",0,"77",3,3,43,12,8,12,10,0,"1","1","2","2","1",3,1,"0","0",4,0,0,0,4,0,4,"2","1",3,"1","2","1",1,"2",1,1,1,NA,"1",3,NA,46.5,53,73.9,36,37.6,1987,"399","2","2","18"
55000,37500,"1",52,0,"30","32","1",0,0,"1",0,"32","32",0,"93",3,0,35,20,12,15,13,1,"1","3","3","3","1",2,1,"0","0",4,0,0,1,3,0,4,"1","2",4,"1","3","2",0,"2",1,1,1,NA,"2",3,NA,60.3,66,92,64,84.2,1987,"401","3","4","26"
90278,21250,"2",16,0,"98","98","1",0,0,"1",0,"98","98",0,"13",3,2,34,16,20,16,16,1,"1","3","7","3","1",4,0,"0","0",4,2,0,0,2,0,2,"1","1",8,"2","2","1",NA,"2",1,1,1,NA,"2",3,NA,85.2,62,50.4,62,50.4,1987,"416","3","4","11"
37500,23750,"2",30,0,"36","57","1",0,0,"2",0,"57","57",0,"62",1,2,45,20,6,12,15,1,"1","6","2","3","1",2,1,"0","1",4,0,1,1,2,0,2,"1","1",3,"1","1","1",1,"2",1,1,1,NA,"2",3,NA,28.7,49,28.6,47,38.8,1987,"422","3","4","29"
45000,27500,"1",48,0,"89","83","1",0,0,"1",0,"83","83",0,"81",3,0,42,12,12,12,10,1,"1","3","1","2","1",3,1,"0","0",2,0,0,0,2,0,2,"1","1",1,"1","1","1",1,"2",1,1,0,NA,"2",3,NA,28.4,32,32.7,32,13.2,1987,"431","3","1","10"
27500,27500,"1",40,0,"70","43","1",1,0,"7",0,"43","43",0,"90",2,0,38,16,12,12,12,1,"1","4","2","1","1",3,1,"0","0",2,0,0,0,2,0,1,"2","1",6,"1","3","1",1,"1",1,1,0,NA,"2",3,NA,46.6,49,51.8,42,39.6,1987,"432","3","4","11"
45000,7500,"2",20,0,"49","38","1",0,0,"1",0,"38","38",0,"77",1,2,34,12,15,10,18,0,"1","1","2","3","1",3,1,"0","2",4,2,0,0,2,0,2,"2","1",5,"1","2","1",0,"1",0,NA,0,NA,"1",3,NA,46.5,49,56.9,60,65.3,1987,"451","3","2","11"
55000,32500,"1",50,0,"23","23","1",0,0,"1",0,"23","23",0,"91",1,3,46,16,12,NA,18,1,"1","3","2","2","1",2,1,"0","2",4,0,0,1,3,0,4,"2","2",7,"1","2","2",1,"2",1,1,1,NA,"2",4,NA,32,64,82.5,61,80.9,1987,"455","2","1","2"
55000,23750,"1",37,0,"58","23","1",0,0,"1",0,"23","23",0,"96",5,1,40,12,6,8,16,0,"1","6","1","1","1",3,1,"0","4",3,0,1,0,2,0,2,"1","2",7,"2","2","1",1,"1",1,1,0,NA,"2",3,NA,23.3,47,47.9,64,82.5,1987,"461","2","4","3"
37500,5500,"1",35,0,"32","87","1",0,0,"1",0,"87","87",1,"20",3,2,50,12,12,11,14,0,"1","2","3","3","1",3,1,"0","0",3,0,0,0,3,0,2,"1","1",5,"1","2","1",0,"3",0,NA,1,NA,"2",3,NA,39.9,64,84.2,39,38.1,1987,"465","2","2","11"
90278,37500,"1",45,0,"48","43","1",1,0,"1",0,"43","43",1,"47",6,0,36,13,14,12,16,0,"1","3","1","2","1",3,1,"0","2",2,0,0,0,2,0,2,"1","4",0,"2","2","4",1,"2",1,1,0,NA,"1",3,NA,43,47,57.8,39,67.7,1987,"467","3","4","32"
27500,16250,"1",40,0,"65","32","1",0,0,"7",0,"32","32",0,"23",3,3,29,13,18,12,15,1,"1","4","1","1","1",3,1,"0","2",5,2,1,0,2,0,2,"1","1",2,"1","3","2",0,"2",1,1,0,NA,"1",3,NA,82.5,35,34.1,64,84.2,1987,"474","3","4","11"
37500,27500,"1",40,0,"40","23","1",0,0,"1",0,"23","23",0,"55",5,2,31,12,12,8,16,1,"1","4","1","1","1",3,1,"0","0",4,2,0,0,2,0,2,"1","2",5,"2","2","1",NA,"1",1,1,1,NA,"2",3,NA,59.8,38,27,61,80.9,1987,"475","2","4","3"
90278,45000,"1",44,0,"77","77","1",0,0,"1",0,"77","77",0,"80",4,0,27,12,16,13,14,1,"1","5","1","3","1",3,1,"0","1",2,0,0,0,2,0,2,"1","1",7,"2","2","1",0,"2",1,1,1,NA,"2",3,NA,76.3,50,46.5,35,25,1987,"477","2","4","8"
23750,16250,"7",NA,0,"58","91","1",0,0,"1",0,"91","91",0,"47",3,3,58,14,12,16,12,0,"1","6","9","3","2",4,1,"0","0",2,0,0,0,2,0,2,"1","2",1,"2","2","2",0,"2",1,0,1,NA,"1",3,NA,43,37,32.6,35,32,1987,"479","3","4","8"
55000,45000,"1",38,0,"10","57","1",0,0,"1",0,"57","57",0,"89",2,2,42,16,9,10,12,1,"1","6","2","3","1",2,1,"2","4",4,0,1,1,2,0,2,"1","4",0,"2","2","4",0,"2",1,1,0,NA,"2",3,NA,26.8,65,80.7,47,38.8,1987,"480","3","4","15"
32500,21250,"5",NA,0,"82","36","1",0,0,"1",0,"36","36",0,"91",2,5,51,11,11,11,11,1,"1","6","3","1","1",2,1,"0","0",2,0,0,0,2,0,2,"3","2",2,"2","2","2",1,"3",1,1,0,NA,"2",3,NA,32,44,25.1,43,35.5,1987,"481","1","1","21"
37500,18750,"1",40,0,"40","72","1",0,0,"5",0,"72","72",0,"48",3,2,65,12,14,12,12,0,"1","5","3","2","8",4,1,"0","0",2,0,0,0,2,0,1,"3","2",3,"2","2","2",1,"2",1,1,0,NA,"2",3,NA,62,21,14,45,31.2,1987,"484","2","1","10"
90278,32500,"1",45,0,"47","17","1",0,0,"1",0,"17","17",1,"52",6,1,32,18,12,14,18,1,"1","3","0","3","3",5,1,"2","2",3,1,0,0,2,0,2,"3","1",3,"1","3","1",0,"1",1,1,1,NA,"2",3,NA,50,38,43,72,86.6,1987,"486","3","4","19"
37500,37500,"1",55,0,"37","41","1",0,0,"1",0,"41","41",0,"38",1,2,33,15,14,12,12,1,"1","3","3","1","1",3,1,"2","4",4,2,0,0,2,0,2,"3","1",3,"1","3","2",0,"1",1,1,0,NA,"1",3,NA,65.3,66,72.6,31,19.6,1987,"488","2","1","8"
27500,7500,"1",38,0,"54","72","1",0,0,"1",0,"72","72",0,"77",2,1,30,17,10,6,13,0,"1","5","3","2","1",3,1,"8","4",3,1,0,0,2,0,2,"3","5",3,"5",NA,"2",1,"2",1,1,0,NA,"1",3,NA,34.4,38,25.7,42,35.3,1987,"492","2","2","23"
27500,5500,"2",22,0,"51","80","1",0,0,"1",0,"80","80",0,"23",3,2,25,12,20,14,12,0,"1","5","3","2","1",3,1,"0","0",4,1,1,0,2,0,2,"3","2",5,"2","2","2",1,"1",1,1,1,NA,"2",3,NA,82.5,39,20.8,40,38.3,1987,"494","2","4","11"
55000,27500,"1",40,0,"38","50","1",1,0,"1",0,"50","50",0,"56",3,2,44,13,12,8,12,1,"1","6","3","2","3",3,1,"0","3",5,0,2,1,2,0,2,"3","1",7,"2","2","1",1,"2",0,NA,0,NA,"1",3,NA,31.6,60,65.3,53,73.9,1987,"495","3","1","15"
37500,18750,"1",40,0,"47","55","1",0,0,"1",0,"55","55",0,"66",9,1,28,12,10,12,12,0,"3","4","3","1","1",2,0,"8","4",3,1,0,0,2,0,2,"3","2",5,"2","2","2",0,"1",1,1,1,NA,"2",3,NA,19.7,38,43,45,58.4,1987,"496","2","3","17"
55000,45000,"1",40,0,"14","58","1",0,0,"1",0,"58","58",0,"77",2,2,55,16,8,NA,12,1,"1","4","3","3","4",3,1,"0","4",2,0,0,0,2,0,2,"3","1",4,"1","1","1",1,"2",1,1,0,NA,"2",3,NA,46.5,63,81.6,37,32.6,1987,"511","3","4","14"
90278,92594,"1",40,1,"10","43","1",0,0,"1",1,"43","43",0,"81",4,4,59,16,10,12,12,1,"1","5","3","2","3",3,1,"0","3",3,0,0,0,3,0,3,"3","1",6,"1","2","1",0,"1",1,1,1,NA,"1",3,NA,28.4,72,77.4,39,67.7,1987,"514","3","4","11"
32500,21250,"1",65,1,"47","10","1",0,0,"2",1,"10","10",1,"31",1,3,58,13,4,10,13,1,"1","1","3","2","1",1,1,"1","2",3,0,0,0,3,0,3,"3","1",7,"1","3","1",1,"3",0,NA,0,NA,"1",3,NA,41,38,43,72,77.4,1987,"522","3","4","15"
55000,23750,"1",60,0,"98","10","1",0,0,"1",0,"10","10",0,"63",3,2,38,14,8,12,16,1,"2","1","3","2","1",3,1,"0","0",5,0,1,1,3,0,2,"3","1",3,"1","3","1",1,"1",0,NA,1,NA,"1",3,NA,31,63,63.1,65,80.7,1987,"523","3","4","1"
55000,23750,"1",6,0,"23","80","1",0,0,"1",0,"80","80",0,"81",3,2,36,16,6,12,12,0,"2","1","3","2","1",1,1,"0","0",4,1,1,0,2,0,2,"3","1",6,"1","1","1",1,"2",1,1,0,NA,"2",3,NA,48.3,64,82.5,40,38.3,1987,"525","2","3","30"
45000,37500,"1",40,0,"14","51","1",0,0,"1",0,"51","51",0,"40",5,3,39,14,12,12,14,1,"2","5","3","2","1",3,1,"0","0",5,0,0,3,2,0,2,"3","1",2,"1","3","1",1,"2",1,1,1,NA,"1",3,NA,32.6,50,68,24,34.8,1987,"527","3","4","1"
37500,11250,"1",48,0,"87","89","1",0,0,"1",0,"89","89",1,"20",1,4,54,12,10,12,12,0,"1","2","3",NA,"1",3,1,"0","0",4,0,1,0,3,0,2,"3","1",6,"1","3","1",0,"1",1,1,0,NA,"1",3,NA,39.9,22,24.8,35,26.8,1987,"530","3","4","8"
27500,13750,"1",46,0,"52","91","1",0,0,"1",0,"91","91",0,"67",2,3,36,12,13,12,11,0,"1","4","4","1","1",3,1,"1","4",5,0,0,3,2,0,2,"4","2",5,"2","2","1",0,"1",1,1,0,NA,"2",3,NA,40,31,37.6,35,32,1987,"545","3","2","17"
21250,13750,"1",45,0,"47","47","1",0,0,"1",0,"47","47",0,"47",2,1,24,12,14,12,12,1,"1","3","4","2","1",4,1,"0","0",4,1,0,0,3,1,2,"4","1",1,"1","1","4",1,"3",1,1,0,NA,"2",4,NA,43,38,43,28,21.6,1987,"548","3","2","14"
45000,45000,"1",40,0,"10","62","1",0,1,"8",1,"62","62",0,"85",0,0,62,12,5,6,10,0,"1","4","4","1","1",2,1,"0","4",2,0,0,0,2,0,2,"4","1",3,"1","2","2",0,"1",1,1,NA,NA,"1",3,NA,24.6,72,77.4,31,23,1987,"549","3","4","7"
32500,18750,"1",40,0,"58","72","1",0,0,"1",0,"72","72",1,"20",6,1,28,13,12,12,13,0,"1","2","4","2","1",3,1,"0","1",3,1,0,0,2,0,2,"4","1",6,"1","1","1",0,"2",1,1,1,NA,"2",3,NA,39.9,32,35.8,45,31.2,1987,"556","2","4","11"
32500,27500,"1",40,0,"51","35","1",0,0,"1",1,"35","35",0,"77",6,3,50,10,12,10,11,0,"1","6","4","1","1",3,1,"0","0",2,0,0,0,2,0,2,"4","1",0,"1","2","1",0,"2",0,NA,0,NA,"1",3,NA,37.7,45,38.3,64,71.8,1987,"557","2","4","14"
90278,27500,"1",40,0,"54","31","1",0,0,"1",0,"31","31",1,"20",2,1,46,12,12,13,12,0,"1","3","3","2","1",4,1,"0","0",2,0,0,0,2,0,2,"3","1",8,"1","1","1",0,"2",1,1,1,NA,"2",3,NA,39.9,46,59.8,39,41,1987,"580","3","4","4"
32500,6500,"1",55,0,"23","80","1",0,0,"1",0,"80","80",1,"77",0,1,38,17,12,12,16,0,"1","4","3","1","1",3,1,"0","4",3,0,1,0,2,0,2,"3","2",7,"2","2","2",0,"1",1,1,1,NA,"1",3,NA,46.5,61,80.9,60,76.3,1987,"581","2","4","21"
55000,45000,"1",40,0,"43","36","1",0,0,"2",0,"36","36",1,"62",2,2,40,12,12,12,14,1,"1","4","3","1","1",3,1,"0","0",4,0,0,2,2,0,3,"3","1",5,"1","1","1",1,"1",1,1,0,NA,"2",3,NA,46,39,67.7,48,28.6,1987,"582","3","4","18"
32500,2000,"2",12,0,"20","52","1",1,0,"1",0,"52","52",1,"47",3,2,31,13,12,12,12,0,"1","4","3","1","1",3,1,"0","2",4,1,1,0,2,0,2,"3","2",8,"2","2","2",NA,"1",1,1,1,NA,"1",3,NA,43,66,62.6,31,37.6,1987,"583","2","4","21"
37500,16250,"2",4,0,"22","47","1",0,0,"2",0,"47","47",0,"38",0,1,57,17,13,12,16,0,"1","6","6","3","1",2,1,"0","4",3,0,0,0,3,0,3,"3","1",7,"1","1","1",1,"2",1,1,1,NA,"2",3,NA,65.3,74,84.5,28,21.6,1987,"586","3","4","11"
90278,32500,"1",30,1,"54","71","1",0,0,"1",0,"71","71",0,"89",2,0,33,12,8,12,13,1,"1","5","3","1","1",2,1,"0","1",2,0,0,0,2,0,2,"3","1",0,"1","1","1",1,"2",0,NA,1,NA,"1",3,NA,26.8,46,59.8,31,39,1987,"588","2","2","11"
37500,32500,"1",65,0,"20","77","1",0,0,"7",0,"77","77",0,"50",3,0,24,12,12,12,12,1,"1","5","3","2","1",3,1,"0","0",4,0,0,0,4,0,3,"3","4",0,"1","2","1",1,"1",1,0,1,NA,"2",3,NA,52,50,68.6,50,46.5,1987,"589","2","4","8"
27500,7500,"2",8,1,"49","96","1",1,0,"1",0,"96","96",1,"48",5,2,33,13,12,12,14,0,"1","3","3","2","1",3,1,"0","0",4,1,1,0,2,0,2,"3","1",8,"2","2","1",1,"1",1,1,1,NA,"1",3,NA,57.8,21,32.6,25,23.3,1987,"591","2","4","11"
27500,23750,"1",45,0,"80","52","1",0,0,"2",0,"52","52",0,"81",5,3,31,14,8,8,12,1,"1","1","3","1","1",3,1,"0","2",5,2,1,0,2,0,2,"3","1",8,"1","1","1",0,"2",1,0,1,NA,"2",3,NA,28.4,40,38.3,36,35.3,1987,"594","2","4","18"
37500,16250,"1",20,0,"41","73","1",0,0,"1",0,"73","73",0,"14",5,0,22,14,16,8,12,0,"1","3","2","3","1",2,1,"2","2",2,0,0,0,2,0,2,"3","1",4,"2","2","1",0,"1",1,1,1,NA,"1",3,NA,83.1,31,19.6,30,37.3,1987,"597","2","4","11"
32500,21250,"1",40,0,"70","54","1",1,0,"1",0,"54","54",0,"62",2,2,48,12,12,12,12,1,"1","2","3","1","1",3,1,"0","2",2,0,0,0,2,0,2,"3","1",2,"1","3","1",0,"2",1,1,0,NA,"3",3,NA,28.7,43,52.4,38,25.7,1987,"609","2","4","11"
45000,27500,"1",40,0,"23","45","1",0,0,"1",1,"45","45",1,"20",2,3,47,17,9,12,12,1,"1","2","3","1","1",3,1,"0","0",4,0,0,2,2,0,3,"3","1",5,"1","2","2",0,"1",1,1,0,NA,"1",3,NA,39.9,64,82.5,36,24.6,1987,"612","2","1","24"
7500,500,"2",8,0,"42","56","1",0,0,"1",0,"56","56",0,"96",6,2,37,12,12,11,12,0,"1","3","3","2","1",3,0,"0","0",4,1,1,0,2,0,2,"3","1",1,"1","3","2",1,"2",1,1,0,NA,"2",3,NA,20.9,25,12.6,25,23.8,1987,"622","1","4","8"
32500,32500,"1",40,0,"73","47","1",0,0,"7",0,"47","47",0,"87",3,1,50,12,7,12,12,1,"1","1","3","3","1",3,1,"0","0",3,0,0,0,3,0,1,"5","5",5,"1","3","5",0,"2",1,1,0,NA,"1",3,NA,38.1,33,46.6,38,43,1987,"633","2","1","8"
45000,5500,"1",36,0,"47","77","1",0,0,"1",0,"77","77",0,"95",7,3,37,13,10,10,12,0,"1","1","5","1","1",3,1,"0","0",4,0,0,2,2,0,4,"5","1",4,"1","3","1",0,"1",1,1,1,NA,"2",3,NA,38.8,38,43,50,46.5,1987,"636","3","4","14"
90278,18750,"1",55,0,"30","30","1",0,0,"1",1,"30","30",1,"62",2,0,30,20,17,17,20,0,"1","5","6","3","1",4,1,"0","0",2,0,0,0,2,0,2,"5","1",1,"1","3","1",1,"1",1,1,1,NA,"2",3,NA,46,80,92.8,80,92.8,1987,"679","3","4","8"
45000,37500,"1",60,0,"70","55","1",0,0,"1",0,"55","55",0,"58",3,3,48,12,12,12,14,1,"1","3","3","3","1",3,1,"0","0",4,0,1,1,2,0,2,"5","1",1,"1","1","1",1,"2",1,1,1,NA,"1",3,NA,35.8,43,52.4,32,38.2,1987,"684","2","4","10"
27500,13750,"1",52,0,"50","47","1",0,0,"1",0,"47","47",0,"86",10,3,37,13,9,9,12,1,"2","5","5","1","1",3,1,"0","0",4,0,1,1,2,0,2,"5","1",0,"1","1","1",1,"2",0,NA,1,NA,"1",3,NA,27.7,46,52,38,43,1987,"685","2","4","1"
45000,23750,"1",70,0,"25","20","1",0,0,"1",0,"20","20",1,"20",9,2,50,18,8,8,18,0,"1","2","6","1","1",3,1,"0","0",2,0,0,0,2,0,2,"6","1",8,"1","1","1",0,"1",1,1,0,NA,"1",3,NA,39.9,50,70.3,51,63.7,1987,"698","3","1","6"
55000,37500,"1",56,0,"91","49","1",0,0,"1",1,"49","49",1,"62",4,4,36,15,6,12,16,1,"1","1","6","1","1",3,1,"0","0",6,2,1,0,3,0,3,"6","1",2,"1","1","1",0,"2",1,1,1,NA,"1",3,NA,28.7,35,32,49,56.9,1987,"699","2","1",NA
55000,11250,"1",40,0,"57","56","1",1,0,"1",0,"56","56",1,"20",3,3,45,13,8,13,13,0,"1","2","4","3","1",4,1,"0","1",5,0,1,2,2,0,2,"6","1",8,"1","3","1",0,"1",1,1,0,NA,"1",3,NA,39.9,47,38.8,40,49.4,1987,"701","3","4","11"
45000,27500,"1",48,0,"56","73","1",0,0,"1",0,"73","73",0,"89",8,2,34,7,3,8,11,1,"1","4","5","1","1",2,1,"0","0",3,0,0,1,2,0,2,"5","1",1,"1","1","1",0,"2",1,1,0,NA,"1",3,NA,26.8,25,23.8,38,42.8,1987,"715","2","4",NA
21250,9000,"1",40,0,"20","48","1",0,0,"1",1,"48","48",1,"20",1,2,39,12,6,6,14,0,"1","2","0","3","1",3,0,"8","4",4,0,2,0,2,0,2,"5","2",4,"2","2","2",0,"2",1,0,0,NA,"2",3,NA,39.9,54,62.9,45,62,1987,"729","2","4","38"
55000,45000,"1",40,0,"20","57","1",1,0,"1",0,"57","57",0,"62",4,2,39,15,10,12,12,1,"1","3","5","1","1",3,1,"0","0",6,1,2,1,2,0,2,"5","1",5,"1","3","1",1,"1",1,1,1,NA,"1",3,NA,46,50,68.6,47,38.8,1987,"732","3","4","10"
11250,6500,"1",41,0,"63","47","1",0,0,"1",1,"47","47",0,"14",1,3,42,12,12,12,12,1,"1","5","5","2","1",3,1,"0","2",5,0,1,2,2,0,3,"5","1",2,"1","3","1",0,"2",0,NA,0,NA,"2",3,NA,86.5,49,45.4,38,43,1987,"733","2","4","8"
45000,45000,"1",40,0,"70","46","1",0,0,"7",0,"46","46",1,"20",4,6,46,12,12,12,12,1,"1","3","3","3","1",4,1,"0","0",3,0,0,0,3,0,2,"5","1",3,"1","3","1",NA,"4",1,1,1,NA,"1",3,NA,39.9,43,52.4,35,42.9,1987,"743","2","4","11"
37500,16250,"1",44,0,"51","98","1",0,0,"1",0,"98","98",0,"98",1,1,29,12,16,15,12,0,"1","6","5","1","1",3,1,"0","0",3,1,0,0,2,0,2,"5","1",5,"1","1","1",1,"2",1,0,1,NA,"1",3,NA,50.4,45,38.3,62,50.4,1987,"744","2","2","24"
90278,92594,"1",48,0,"15","40","1",1,0,"2",0,"40","40",1,"49",3,0,45,15,12,12,14,1,"1","3","0","3","1",4,0,"8","4",2,0,0,0,2,0,2,"5","2",4,"2","2","5",0,"2",1,1,1,NA,"1",3,NA,56.9,50,57.4,33,13.6,1987,"746","2","1","31"
18750,11250,"1",37,0,"51","71","1",0,0,"1",0,"71","71",0,"62",4,1,25,14,10,10,12,0,"1","3","2","3","3",3,1,"0",NA,3,1,0,0,2,0,2,"5","1",4,"1","3","1",1,"2",1,1,0,NA,"1",3,NA,24.6,45,38.3,56,53.6,1987,"749","3","4","15"
11250,4500,"1",38,0,"58","98","1",0,0,"1",0,"98","98",0,"61",3,0,23,12,12,NA,12,0,"1","5","7","3","8",3,1,"0","2",2,0,0,0,2,0,2,"5","2",3,"2","2","1",1,"2",1,1,0,NA,"1",3,NA,30.8,37,32.6,62,50.4,1987,"751","3","4","30"
90278,21250,"1",40,0,"33","47","1",0,0,"1",0,"47","47",0,"47",3,2,34,16,14,11,14,0,"1","6","5","1","1",4,1,"0","4",5,1,1,0,3,0,2,"5","2",5,"1","2","2",0,"2",0,NA,1,NA,"1",3,NA,43,59,69.3,38,43,1987,"756","4","4","14"
55000,27500,"1",35,0,"90","12","1",0,0,"1",0,"12","12",1,"43",1,2,35,16,16,13,18,0,"1","3","5",NA,"1",4,1,"0","0",4,1,1,0,2,0,2,"5","1",5,"1","3","1",1,"3",1,1,1,NA,"1",3,NA,67.7,44,52.6,53,69.3,1987,"758","3","4","27"
90278,9000,"1",40,0,"83","60","1",1,1,"3",NA,"60","60",0,"73",4,2,36,12,5,8,11,0,"1","1","5","1","1",3,1,"0","0",5,0,0,0,5,0,5,"5","1",8,"1","1","1",0,"3",1,1,0,NA,"1",3,NA,42.8,32,13.2,27,14,1987,"762","2","4","14"
21250,6500,"1",30,0,"91","83","1",0,0,"1",0,"83","83",0,"60",9,6,42,5,0,0,7,1,"1","1","7","1","1",2,1,"2","3",6,1,0,2,3,0,3,"7","1",4,"2","2","2",0,"2",1,0,1,NA,"1",3,NA,14,35,32,32,13.2,1987,"781","2","4","17"
55000,27500,"1",40,0,"30","10","1",0,0,"7",0,"10","10",1,"30",4,1,29,20,20,16,16,1,"1","3","7","2","1",5,1,"0","0",3,1,0,0,2,0,2,"7","1",7,"1","1","1",1,"1",1,0,1,NA,"1",3,NA,92.8,80,92.8,63,81,1987,"790","4","4","8"
37500,32500,"1",89,0,"96","36","1",0,0,"4",0,"36","36",0,"84",1,4,46,10,4,6,12,1,"1","2","7","2","1",3,1,"0","4",6,0,0,3,3,0,2,"7","2",7,"2","2","2",0,"2",1,1,0,NA,"2",3,NA,12.7,25,23.3,48,24.2,1987,"793","2","1","11"
2000,500,"5",NA,0,"64","48","1",0,0,"1",0,"48","48",0,"91",9,2,41,7,7,4,8,1,"1","2","5","1","1",2,1,"0","0",3,0,0,1,2,0,1,"5","1",2,"1","1","1",0,"4",1,1,0,NA,"1",1,NA,32,33,27.6,47,57.8,1987,"806","1","4","30"
27500,23750,"3",NA,0,"50","91","1",0,0,"1",0,"91","91",0,"91",1,2,43,12,11,8,12,0,"1","3","5","1","1",3,1,"0","2",4,0,0,1,3,0,3,"5","2",1,"2","2","2",1,"3",1,1,0,NA,"1",3,NA,32,31,31.9,35,32,1987,"813","2","3","21"
23750,21250,"1",42,0,"50","42","1",0,0,"1",0,"42","42",0,"80",1,3,40,12,12,12,12,1,"1","3","5","1","1",3,1,"0","0",5,0,3,0,2,0,2,"5","1",5,"1","1","1",0,"3",1,0,0,NA,"1",3,NA,38.3,46,52,37,18.6,1987,"814","2","1","8"
45000,27500,"1",40,0,"76","62","1",0,0,"1",0,"62","62",0,"23",4,1,41,14,16,16,12,0,"1","3","7","1","1",3,1,"0","0",3,1,0,0,2,0,2,"7","1",3,"1","2","1",0,"2",1,1,1,NA,"1",3,NA,82.5,31,35.4,44,28.7,1987,"835","3","4",NA
37500,37500,"1",40,0,"22","12","1",0,0,"1",0,"12","12",0,"50",2,2,40,16,8,12,14,1,"1","6","7","1","1",3,1,"0","0",4,0,1,1,2,0,2,"7","1",3,"1","1","1",1,"1",1,0,1,NA,"1",3,NA,52,74,84.5,53,69.3,1987,"837","3","4","24"
27500,9000,"1",60,1,"65","58","1",1,0,"1",0,"58","58",1,"20",3,4,42,14,12,16,13,1,"1","1","0","3","3",4,1,"0","1",5,0,1,1,3,0,3,"7","1",7,"2","2","1",1,"1",0,NA,1,NA,"1",3,NA,39.9,36,20.5,32,35.8,1987,"843","2","4","10"
37500,21250,"1",38,0,"57","62","1",0,0,"1",1,"62","62",0,"81",3,2,48,14,4,9,12,0,"1","4","6","1","1",3,1,"0","0",5,0,2,0,3,0,3,"6","1",8,"1","1","1",0,"2",0,NA,0,NA,"1",3,NA,28.4,47,38.8,49,46,1987,"854","3","4","8"
45000,37500,"1",44,0,"15","47","1",0,0,"2",0,"47","47",1,"20",4,3,58,12,6,14,12,1,"1","3","4","3","1",3,1,"0","1",2,0,0,0,2,0,2,"6","1",7,"2","2","1",0,"2",1,1,0,NA,"2",3,NA,39.9,70,86.1,31,39.7,1987,"858","3","4","11"
32500,13750,"1",40,0,"32","91","1",0,0,"1",0,"91","91",0,"65",4,0,26,17,12,12,14,0,"3","3","5","2","1",3,1,"8","4",2,0,0,0,2,0,2,"5","1",2,"1","2","1",0,"1",1,1,1,NA,"2",3,NA,34.1,64,84.2,35,32,1987,"876","3","4","29"
13750,500,"1",48,0,"96","73","1",1,1,"1",0,"73","73",1,"62",5,4,42,9,12,15,12,0,"1","4","5","1","2",3,1,"0","4",4,1,0,1,2,0,2,"5","1",0,"1","2","1",1,"1",1,0,0,NA,"1",3,NA,46,22,14.8,44,36.4,1987,"885","2","4","11"
45000,27500,"1",48,0,"77","32","1",0,0,"1",0,"32","32",0,"77",2,3,54,9,8,9,14,1,"1","2","5","1","1",2,1,"0","0",2,0,0,0,2,0,2,"5","1",3,"1","1","1",0,"3",1,1,1,NA,"1",3,NA,46.5,50,46.5,64,84.2,1987,"889","3","4",NA
45000,27500,"2",45,0,"14","82","1",1,0,"1",0,"82","82",0,"77",2,1,34,12,10,12,16,1,"1","3","5","1","1",3,1,"0","0",2,0,0,0,2,0,2,"5","1",2,"1","2","3",0,"2",1,1,1,NA,"1",3,NA,46.5,50,68,35,34.6,1987,"893","3","4",NA
21250,21250,"1",60,0,"34","34","1",0,0,"1",0,"34","34",0,"58",1,1,44,12,8,12,12,1,"1","3","3","3","1",3,1,"0","4",3,0,0,1,2,0,2,"9","2",0,"2","2","1",0,"1",1,0,1,NA,"2",4,NA,35.1,42,50.3,42,50.3,1987,"896","2","4","21"
27500,16250,"1",60,0,"35","45","1",1,0,"3",0,"45","45",1,"30",4,0,32,18,20,16,12,1,"1","4","3","3","1",5,1,"0","2",2,0,0,0,2,0,2,"9","1",2,"1","2","1",1,"1",0,NA,0,NA,"1",3,NA,92.1,64,71.8,36,24.6,1987,"898","2","4","21"
