"PARTYID","POLVIEWS","NATROAD","NATSOC","NATMASS","NATPARK","EQWLTH","TAX","SPKATH","COLATH","LIBATH","SPKRAC","COLRAC","LIBRAC","SPKCOM","COLCOM","LIBCOM","SPKMIL","COLMIL","LIBMIL","SPKHOMO","COLHOMO","LIBHOMO","CAPPUN","GUNLAW","COURTS","HELPFUL","FAIR","TRUST","CONFINAN","CONBUS","CONCLERG","CONEDUC","CONFED","CONLABOR","CONPRESS","CONMEDIC","CONTV","CONJUDGE","CONSCI","CONLEGIS","CONARMY","OBEY","POPULAR","THNKSELF","WORKHARD","HELPOTH","GETAHEAD","ABDEFECT","ABNOMORE","ABHLTH","ABPOOR","ABRAPE","ABANY","XMARSEX","HOMOSEX","POLHITOK","POLABUSE","POLMURDR","POLESCAP","POLATTAK","HELPPOOR","HELPNOT","HELPSICK","HELPBLK","YEAR","ID_","CLASS_"
"3",4,"1","2",NA,"1",3,"2",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,"2",NA,"3","1","3","2","2","2","2","2","3","2","3","2","2","2","2",2,5,1,4,3,"2",1,1,1,1,1,1,"1","2",1,0,0,1,1,4,2,2,3,1993,"1315","2"
"6",6,"2","2","2","2",6,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","3","1","2","2","2","2","2","2","2","1","2","2","2","2","1",2,5,1,3,4,"1",0,0,1,0,1,0,"1","1",1,0,0,1,1,3,5,4,4,1993,"1332","3"
"5",4,"2","1","1","1",1,"1",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"2","1","1","1","3","2","2","3","2","3","3","3","2","2","3","2","2",3,5,1,2,4,"3",1,0,1,0,1,0,"1","1",0,0,0,1,1,3,2,2,4,1993,"1364","3"
"1",5,"2","2","2","2",5,"1",0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,"2","1","1","2","2","2","2","2","3","2","2","1","2","2","2","2","2",4,5,3,2,1,"1",1,0,1,1,1,0,"1","1",0,0,0,0,1,4,3,3,4,1993,"1366","3"
"4",4,"2","1","2","1",4,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","2","2","1","1","2","2","1","2","2","2","2","3","1","1","2","1",4,5,1,3,2,"1",1,0,1,1,1,0,"1","4",0,0,0,1,1,3,4,3,3,1993,"1386","3"
"6",6,"1","2","2","2",5,"1",0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,"2","1","1","2","2","2","1","2","3","2","3","1","3","1","3","1","1",4,5,2,3,1,"1",0,0,0,0,0,0,"1","1",1,0,0,0,1,3,3,2,1,1993,"1388","3"
"5",5,"2","1","1","2",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","2","2","2","2","3","2","3","3","3","1","2","3","1","3","2",3,5,1,2,4,"3",1,1,1,1,1,1,"1","4",1,0,0,1,1,4,5,4,5,1993,"1391","2"
"6",5,"2","2","2","2",2,"2",1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,"3","2","1","2","2","2","2","1","2","2","2","2","2","1","1","2","1",4,5,1,3,2,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,2,2,2,3,1993,"1411","3"
"0",3,"2","2","2","2",5,"1",1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,"2","1","2","1","2","1","1","2","1","2","3","1","2","1","1","2","2",4,5,1,3,2,"1",1,1,1,1,1,1,"1","3",1,0,0,1,1,2,2,2,2,1993,"1423","3"
"4",6,"1","2","3","3",5,"1",1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,"2","1","1","2","2","2","2","2","3","1","3","3","3","2","2","3","1",1,5,2,3,4,"2",1,0,1,0,1,0,"1","1",1,0,0,1,1,4,5,3,4,1993,"1449","2"
"1",3,"2","3","1","2",2,"1",0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,"2","2","1","2","2","2","2","3","2","2","3","2","2","2","2","3","2",3,5,1,2,4,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,2,3,3,1993,"1469","2"
"5",4,"2","2","2","1",4,"2",0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,"3","1","2","1","2","2","1","3","2","2","2","1","2","2","2","2","2",3,5,1,2,4,"1",0,0,0,0,0,0,"1","1",1,0,0,0,1,3,3,3,4,1993,"1498","3"
"5",2,"1","1","2","1",4,"2",0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,"2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","1","2",1,5,4,3,2,"1",1,0,1,0,0,0,"1","1",1,0,0,1,1,3,3,3,5,1993,"1500","3"
"2",4,"1","2","1","2",2,"1",1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,"2","1","2","1","2","1","1","2","2","3","2","2","2","2","2","3","2",1,5,4,3,2,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,5,1,3,1993,"1519","2"
"0",2,"1","1","1","1",3,"1",1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,"2","2","1","1","3","1","3","3","3","3","3","2","3","3","3","3","3",2,5,3,4,1,"1",1,0,1,0,1,0,"2","1",1,0,0,0,1,2,2,2,4,1993,"1530","3"
"1",3,"1","2","2","2",4,"2",1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","1","2","2","1","2","2","2","2","2","2","1","2","1",1,5,4,2,3,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,4,1,3,3,1993,"1539","2"
"6",6,"2","2","1","2",7,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","2","2","2","2","3","3","3","2","3","2","2","3","2",3,5,1,2,4,"1",1,1,1,1,1,1,"2","1",1,0,0,1,1,4,5,3,5,1993,"1548","2"
"5",4,"1","1","2","3",1,"1",0,0,1,1,1,1,NA,1,1,0,0,1,0,0,1,1,1,"2","1","2","1","2","2","2","3","3","3","3","1","1","2","2","3","1",1,4,5,3,2,"1",1,1,1,1,1,1,"1","1",1,1,0,1,1,3,5,3,5,1993,"1549","2"
"4",2,"3","1","2","2",3,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,NA,1,NA,"2","2","2","2","2","2","2","3","3","2","2","3","2",NA,"3","3",2,5,1,3,4,"1",1,0,1,0,1,0,"1",NA,1,0,0,1,1,3,3,3,3,1993,"1561","2"
"1",6,"2","2","1","1",2,"2",1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,"2","2","2","2","1",NA,"3","2",NA,"1","2","1","3","1","1","2","2",4,5,1,3,2,"1",1,1,1,1,1,1,"1","4",1,1,NA,1,1,1,5,1,1,1993,"1585","3"
"5",5,"2","2","3","2",5,"2",0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,NA,"1","1","1","3","2","2","3","3","3","3","1","2","1","1","2","1",4,5,1,3,2,"2",0,1,0,1,0,1,"1","1",1,0,0,1,1,3,4,3,3,1993,"1597","3"
"1",4,"1","2","1","2",7,"1",1,NA,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,"2","2","2","2","3","2","3","2","3","2","2","2","2","2","1","2","2",1,5,2,4,3,"1",1,1,1,1,1,1,"2",NA,1,0,0,1,1,3,3,1,3,1993,"1598","3"
"4",5,NA,"3","3","2",5,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,NA,"1","2","1","3","1","2","2","2","2","2","2","2","1","1","2","2",4,5,2,3,1,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,2,4,2,5,1993,"1602","3"
"6",6,"1","1","1","1",7,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"3","1","2","1","2","1","1","2","2","3","3","2","2","1","1","2","1",5,4,1,3,2,"3",1,0,1,0,1,0,"1","1",1,0,0,1,1,4,4,3,5,1993,"1604","3"
"6",5,"1","1",NA,"2",3,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,"2","1","1","1","2","2","2","2","3","3","3","2","2","1","2","3","2",4,5,2,1,3,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,4,4,5,1993,"1605","3"
"0",3,"2","2","1","2",4,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","1","2","1","1","1","1","1","1","2","2","1","1","1","1","2","2",4,5,1,3,2,"2",1,1,1,1,1,1,"1","4",1,0,0,0,1,2,3,1,2,1994,"14","4"
"3",4,"2","1","2","1",6,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","2","1","2","2","2","3","3","1","2","1","1","3","1",5,4,1,2,3,"2",1,1,1,1,1,1,"3","4",1,0,0,1,1,3,5,2,4,1994,"36","4"
"5",5,"1","2","2","1",3,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","2","2","2","3","2","3","2","2","2","2","2","2","1","1","2","3",4,5,1,2,3,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,2,4,1,3,1994,"56","3"
"3",3,"2","2","1","2",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","1","2","2","1","2","2","2","2","2","1","2","2","1","2","1",5,4,1,3,2,"3",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,4,3,3,1994,"91","3"
"3",4,"1","1","2","2",5,"2",0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,"2","1","2","1","1","3","2","1","1","1","1","1","1","1","1","1","1",2,5,4,1,3,"1",NA,0,1,0,1,0,"1","1",1,0,NA,1,1,4,3,5,3,1994,"116","3"
"5",4,"2","2","2","2",1,"2",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",4,5,2,1,3,"1",1,1,1,1,1,0,"1","1",1,0,0,1,1,3,3,5,5,1994,"125","2"
"0",3,"2","2","2","3",4,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,NA,1,NA,"1","2","1","2","2","3","1","2","3","3","2","3","1","1","3","3",4,5,1,3,2,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,2,3,2,2,1994,"139","3"
"5",5,"2","2","1","1",2,"1",1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,"2","1","1","2","2","2","2","2","2","3","3","2","2","1","2","2","2",2,5,3,1,4,"1",1,1,1,1,1,1,"2","1",1,0,1,1,1,3,3,3,3,1994,"143","2"
"1",4,"1","1","2","1",4,"1",1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,"2","2","1","2","3","2","2","2","3","2","2","2","2","2","2","2","2",4,5,1,2,3,"1",1,1,1,1,1,1,"1","1",0,0,0,1,1,1,1,1,1,1994,"144","2"
"2",4,"1","1","1","1",1,"1",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,"2","2","2","2","2","2","2","2","2","2","3","2","2","3","2","3","2",4,5,1,2,3,"1",1,1,1,0,1,1,"2","1",0,0,0,0,1,3,3,1,3,1994,"149","2"
"5",5,"1","1","1","2",4,"1",1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,NA,"1","1","2","1","1","1","3","3","3","2","2","1","2","1","3","2",4,5,3,1,2,"2",1,1,1,1,1,0,"2","4",1,0,0,1,1,3,3,2,NA,1994,"151","3"
"5",4,"2","2","1","2",7,"2",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,"2","2","2","1","2","2","2","2","3","2","3","1","2","2","1","2","2",4,5,1,2,3,"2",1,1,1,1,1,1,"2","2",1,1,1,1,1,5,4,3,5,1994,"157","3"
"3",5,"1",NA,"2","2",4,"2",1,NA,0,1,0,0,1,0,0,0,0,1,1,1,0,NA,1,"2","3","2","2","3","1","2","1","1","2","2","1","2","1","2","2","1",4,5,3,2,1,"1",NA,0,1,NA,NA,0,"1","1",0,0,0,0,1,3,5,3,4,1994,"162","2"
"6",4,"1","1","3","2",7,"1",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,"2","2","2","2","2","2","2","3","2","2","2","3","3","3","2","3","2",1,5,3,4,2,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,3,3,3,1994,"172","3"
"6",4,"3","2","3","2",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","3","2","2","3","2","3","2","1","2","2","2","2","2",4,5,1,3,2,"2",1,1,1,1,1,1,"3","4",1,0,0,1,1,3,3,3,3,1994,"173","3"
"0",3,"1","1","2","2",2,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"3","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2",5,4,2,3,1,"2",0,0,1,0,1,0,"1","1",1,0,0,1,1,3,3,2,4,1994,"180","2"
"5",5,"2","1","2","2",5,"1",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,"2","1","2","3","2","2","3","2","3","2","3","2","3","1","2","2","2",5,4,1,3,2,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,4,2,4,1994,"190","3"
"6",6,"1","3","3","2",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"3","1","2","2","2","1",NA,"2","3","2","1","1","1","2","1","3","2",4,5,1,2,3,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,5,4,5,5,1994,"199","3"
"2",4,"2","1","2","2",3,"1",1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"2","2","1","2","2","1","2","2","2","2","3","2","3","1","1","3","2",5,4,1,2,3,"2",1,1,1,1,1,1,"1","1",1,0,0,1,1,3,3,2,3,1994,"240","2"
"3",2,"3","3","1",NA,3,"2",0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,"2","2","2","2","2","2",NA,"2","2","2","2","2","2","2","2","2","2",5,4,2,1,3,"2",1,1,1,1,1,1,"1","1",0,0,1,1,1,2,2,2,3,1994,"248","2"
"1",3,"2","2","2","1",1,"2",0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,"2","1","2","1","2","2","1","2","3","3","2","3","2","2","2","2","1",2,5,1,3,4,"1",1,1,1,1,1,0,"1","1",1,0,0,1,1,4,5,4,4,1994,"300","2"
"0",4,"1",NA,"2","2",1,"1",1,NA,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,"2","3","2","2","1","2","2","3","2","2","2","1","1","2","1","2","1",2,5,1,4,3,"2",1,1,1,1,1,1,"1","1",1,1,0,1,1,1,1,2,3,1994,"325","2"
"5",6,"2","1","2","2",5,"1",0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,"2","2","2","2","1","2","2","3","2","2","2","1","3","2","1","3","1",3,5,4,1,2,"1",1,0,1,0,0,0,"1","1",1,1,1,1,1,3,4,3,5,1994,"328","2"
"0",1,"2","2","2","1",1,"2",0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,"3","1","2","1","3","2","3","2","3","3","2","2","3","2","2","2","3",2,5,1,3,4,"1",1,0,1,1,1,1,"2","4",1,1,0,1,1,1,1,3,3,1994,"330","3"
"1",5,"1","2","2","1",3,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","3","1","1","1","2","2","2","3","2","2","1","2","2",3,5,1,4,2,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,4,3,2,4,1994,"332","3"
"1",4,"2","2","1","2",3,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,NA,1,"2","3","2","1","3","2","3","1","2","3","3","2","3","2","2","3","3",4,2,1,3,5,"1",1,1,1,1,1,1,"1",NA,1,0,0,1,1,2,4,2,4,1994,"360","3"
"3",4,"1","2","1","1",4,"1",1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,NA,"2","2","2","3","3","3","2","2","2","3","3","3","2","2","3","2",5,4,1,2,3,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,3,3,1,1,1994,"366","3"
"5",4,"1","1","2","2",4,"2",1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,"2","2","1","1","3","2","2","3","2","2","2","1","2","1","1","2","2",4,5,1,3,2,"2",0,0,1,0,1,0,"1","4",1,0,0,1,1,3,3,3,2,1994,"376","3"
"2",4,"1","2","1","2",1,"2",1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,"2","2","1","2","3","2","3","2","2","3","2","2","3","1","2","3","1",5,4,1,2,3,"1",1,1,1,1,1,1,"4","4",1,0,1,1,1,1,2,1,5,1994,"377","3"
"6",4,"1","2","2","2",7,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","1","2","2","3","2","3","3","3","2","3","2","2","2","1","2","2",5,4,3,1,2,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,5,5,5,5,1994,"382","3"
"5",3,"2","2","1","1",5,"1",1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,"2","2","2","2","2","2","3","2","2","3","3","1","3","2","1","3","1",4,5,1,2,3,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,5,1,5,1994,"389","3"
"4",4,"2","1","2","1",4,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1",3,5,1,2,4,"2",1,1,1,1,1,1,"1","1",1,0,0,1,1,2,2,2,4,1994,"392","3"
"5",5,"2",NA,"2","3",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","2","1","2","2",NA,"2","2","2","3","2","2","3","1","2","2","2",4,5,1,2,3,"3",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,4,2,4,1994,"398","3"
"1",4,"2","1","2","1",1,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","2","2","1","3","2","2","3","3","2","3","2","2","3","2","3","3",4,5,1,2,3,"1",1,1,1,1,1,1,"2","4",1,0,0,0,1,3,3,3,3,1994,"399","2"
"0",3,"2","1","2","1",2,"1",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","2","2","3","2","2","2","2","2","2","3","2","1","2","2",3,5,1,2,4,"1",NA,0,1,0,1,0,"2","1",1,0,0,1,1,1,1,2,1,1994,"407","2"
"1",3,"2","2","2","2",2,"1",1,1,0,1,1,0,1,0,0,1,NA,0,1,1,0,1,1,"2","2","1","2","3","3","2","2","2","2","3","1","3","2","1","3","2",3,5,1,2,4,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,1,1,1,1,1994,"409","2"
"2",2,"1","1","2","2",3,"1",0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,"2","2","1","2","2","2","2","3","2","2","2","2","1","2","2","2","2",4,5,2,1,3,"1",1,1,1,1,1,1,"1","1",1,1,0,1,1,3,3,3,3,1994,"416","3"
"6",6,"1","2","1","2",7,"1",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,"2","3","2","2","2","2","2","2","3","3","3","2","3","2","2","3","1",4,5,1,3,2,"2",0,0,1,0,1,0,"1","1",1,0,0,1,1,4,4,3,5,1994,"430","3"
"1",4,"1","1","1","1",3,"1",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,"2","2","1","2","3","2","2","2","3","1","1","2","2","2","2","3","2",4,5,2,3,1,"2",1,0,1,0,0,0,"1","1",1,0,0,1,1,3,2,2,5,1994,"446","1"
"5",5,"2","2","1","2",4,"1",0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,"2","2","2","1","1","2","2","2","2","2","2","2","2","1","2","3","1",1,5,4,2,3,"1",1,1,1,0,1,0,"1","1",1,0,0,1,1,3,5,4,4,1994,"472","3"
"4",3,NA,"1","3","2",7,"2",1,1,0,1,0,0,1,0,0,1,0,0,1,1,NA,0,1,"2","1","2","1","2","2","3","2","3","2","2","2","2","2","2","3","1",3,5,1,2,4,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,4,5,2,5,1994,"482","2"
"1",4,"1","1","2","1",4,"2",0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,"2","1","1","2","2","2","2","3","3","3","3","2","2","3","3","3","3",3,5,2,1,4,"1",1,1,1,1,1,1,"3","2",1,1,0,1,1,3,1,5,5,1994,"492","3"
"1",3,"2","1","2","2",4,"1",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,"2","2","2","2","2","2","2","2","2","2","3","1","2","2","1","2","2",5,4,2,3,1,"3",1,1,1,1,1,1,"1","1",1,0,0,1,1,2,3,1,3,1994,"501","2"
"2",4,"2","1","2","2",4,"1",0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,"1","2","2","2","2","2","1","2","3","2","3","2","2","2","1","3","2",1,5,3,2,4,"1",0,0,1,0,0,0,"1","1",1,0,0,1,1,3,3,2,1,1994,"508","3"
"5",3,"1","1","2","2",1,NA,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,"2","1","1","1","1","2","1","1","2","2","2","2","3","2","2","2","2",3,5,2,1,4,"1",1,0,1,0,1,0,"1","1",0,0,0,1,1,2,3,1,4,1994,"518","2"
"2",4,"2","1","1","1",6,"1",1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,"2","2","1","2","3","2","2","2","3","3","1","2","2","2","1","2","3",4,5,1,2,3,"1",1,1,1,1,1,1,"1","3",0,0,0,0,1,4,4,3,4,1994,"522","2"
"6",6,"2","2","1","2",7,"1",1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,"2","1","2","1","2","1","2","3","3","3","3","2","3","2","3","3","1",3,5,1,4,2,"1",0,0,0,0,0,0,"1","4",1,0,0,1,1,4,5,4,5,1994,"529","2"
"0",2,"2","2","2","2",5,"2",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,"2","2","2","2","2","2","2","1","1","3","2","1","2","1","1","2","2",5,2,1,3,4,"2",1,1,1,1,1,1,"1","4",0,0,0,1,1,1,2,1,4,1994,"537","3"
"0",4,"1","1","1","2",3,"1",1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,"2","2","2","2","3","2","3","2","2","3","3","2","2","2","1","2","2",5,4,1,2,3,"3",NA,0,NA,NA,NA,NA,"1","1",1,0,0,1,1,1,2,3,2,1994,"555","2"
"2",3,"2","3","2","1",3,"1",0,0,1,0,0,1,0,NA,1,0,0,1,1,0,0,1,0,"2","2","1","2","3","2","3","2","3","2","3","1","3","2","1","3","2",5,4,1,2,3,"3",1,1,1,0,1,0,"2","2",1,0,0,1,1,3,1,1,1,1994,"561","2"
"4",5,"1","3",NA,"2",4,"1",1,NA,0,1,NA,0,0,1,1,1,1,0,1,1,0,1,0,"2","3","2","1","3","1","2","3","2","2","3","3","3","1","1","3","2",4,5,1,3,2,"3",1,1,1,1,1,1,"2","1",1,0,0,1,1,4,5,2,5,1994,"564","3"
"3",4,"2","3","2","2",1,"1",1,1,0,1,NA,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","2","2","2","2","3","3","2","2","2","1","1","3","2",4,5,1,2,3,"1",1,1,1,1,1,1,"2","1",0,0,0,0,1,NA,2,3,4,1994,"574","3"
"3",4,"2","1","2","2",3,"1",0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,"2","2","1","2","2","2","2","2","2","2","3","2","2","1","1","2","2",4,5,2,1,3,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,1,1,5,1994,"577","3"
"5",4,"2","3","1","2",7,"1",1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,"2","2","2","1","1","1","1","1","2","2","2","1","3","1","2","3","1",2,5,4,1,3,"1",0,0,1,0,NA,0,"1","1",1,0,0,1,1,4,4,4,4,1994,"583","3"
"4",3,"2","2","2","2",4,"2",1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,"2","2","1","2","2","2","2","2","2","3","3","2","2","2","2","2","2",2,5,1,3,4,"1",1,1,1,1,1,1,"1","1",1,1,0,1,1,3,2,3,5,1994,"631","2"
"4",6,"1","3","1","1",2,"1",1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,"2","2","1","1","2","2","2","3","3","3","2","2","2","3","1","3","3",3,5,1,4,2,"1",0,0,1,0,1,0,"1","1",1,1,1,1,1,5,5,5,5,1994,"635","2"
"5",4,"2","1","2","1",1,NA,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,"2","2","1","2","2","2","2","2","3","2","1","2","2","3","1","3","1",1,4,5,3,2,"1",1,0,1,0,0,0,"1","1",1,0,0,1,1,1,NA,2,5,1994,"636","2"
"1",2,"1","2","1","2",3,"3",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,NA,"1","2","1","2","1","2","2","2","2","2","1","2","1","2","2","2",4,5,1,2,3,"1",1,1,1,1,1,1,"3","4",1,0,0,1,1,2,2,1,2,1994,"646","3"
"0",4,"1","1","2","2",1,"1",0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,"2","2","1","2","2","2","3","2","2","2","2","2","2","2","2","2","2",2,5,3,1,4,"1",1,0,1,0,1,0,"1","1",0,0,0,1,1,3,1,1,3,1994,"647","2"
"1",7,"2","1","2","1",5,"1",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,"3","2","1","2","3","3","2","3","3","3","3","3","3","3","3","3","3",4,5,1,3,2,"3",1,1,1,1,1,1,"1","1",0,0,0,0,1,3,2,3,5,1994,"662","3"
"5",5,"2","2","3","2",1,"1",1,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,1,1,"2","2","1","2","3","2","2","3","3","2","3","3","2","2","2","3","2",5,4,1,2,3,"2",1,1,1,1,1,1,"1",NA,1,0,0,1,1,3,3,2,5,1994,"696","3"
"0",3,"1","1","2","3",2,"1",1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,"2","1","2","1","1","1","2","1","3","2","2","1","3","1","1","1","1",4,5,1,2,3,"1",1,1,1,1,1,0,"1","1",1,0,0,1,1,2,2,2,4,1994,"706","3"
"0",4,"1","2","2","2",1,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,"3","1","2","1","3","2","2","2","2","2","2","2","2","3","2","2","2",1,5,4,3,2,"3",1,1,1,1,1,1,"1","1",1,0,0,1,1,1,1,1,1,1994,"710","3"
"6",6,"1","1","2","1",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","2","1","2","2","2","1","2","3","3","2","2","2","3","2","3","2",1,5,3,2,4,"1",0,0,1,0,1,1,"1","1",1,0,0,1,1,5,5,5,5,1994,"712","3"
"3",6,"1","1","1","3",4,"2",1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,"2","1","2","1","3","2","1","2","3","3","3","2","3","2","2","3","3",3,5,2,4,1,"3",0,0,0,0,0,0,"1","1",1,0,0,0,1,2,1,1,3,1994,"719","3"
"1",5,"1","1","1","2",6,"2",1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,"3","2","1","2","2","2","3","2","2","3","3","2","3","1","2","2","1",4,3,2,1,5,"3",1,1,1,1,1,0,"1","1",1,0,0,1,1,5,4,2,3,1994,"725","4"
"4",5,"2","1","2","1",6,"2",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","3","2","2","2","2","2","2","2","3","2","2","2","2",5,3,1,2,4,"1",1,1,1,1,1,1,"1","3",0,0,0,1,1,3,NA,2,5,1994,"740","2"
