"","PARTYID","TAX","FUND","HAPPY","LIFE","SATJOB","SATFIN","FINALTER","XMOVIE","FEAR","PISTOL","SHOTGUN","RIFLE","PHONE","YEAR","ID_","CLASS_"
"1112","3","1","2","2","2","2","2","2",1,1,"2","1","2","3",1991,"298","1"
"1113","2","2","3","3","2","1","3","2",1,0,"1","1","2","3",1991,"321","2"
"1114","2","1","2",NA,"2","1","1","1",0,1,"2","2","2","3",1991,"328","3"
"1115","5","1","2","2","2","2","2","1",1,0,"2","2","1","3",1991,"331","2"
"1116","1","2","2","2","1","1","2","2",0,1,"2","2","2","3",1991,"333","3"
"1117","5","1","2","2","1","2","1","1",0,1,NA,NA,NA,"3",1991,"339","3"
"1118","6","1","1","1","1","1","1","1",0,0,"2","2","2","3",1991,"343","3"
"1119","1","2","3","1","1","1","1","1",0,0,"2","2","2","3",1991,"354","3"
"1120","3","1","2","2","2","1","2","3",0,0,"2","2","2","3",1991,"357","3"
"1121","5","2","3","2","2","2","3","2",0,0,"2","1","1","3",1991,"362","3"
"1122","2","1","2","2","2","1","2","1",1,1,"2","2","2","3",1991,"376","2"
"1123","1","2","2","2","2","1","2","3",1,1,"2","2","2","3",1991,"388","2"
"1124","7","1","2","1","2","2","2","1",1,0,"2","2","2","3",1991,"409","2"
"1125","3","3","2","2","1","1","2","1",0,0,"2","2","2","3",1991,"413","3"
"1126","4","1","2","2","2","1","3","2",0,1,"1","2","2","4",1991,"422","2"
"1127","5","1","2","2","1","1","1","2",0,0,"2","2","2","3",1991,"434","2"
"1128","5","1","2","1","1","2","2","2",0,1,"2","2","2","3",1991,"445","3"
"1129","5","2","1","1","1","2","2","3",0,1,"2","2","2","3",1991,"470","2"
"1130","5","1","3","2","2","2","3","1",1,1,"1","2","1","3",1991,"473","3"
"1131","1","2",NA,"2","1",NA,"2","1",0,1,"2","2","2","3",1991,"485","3"
"1132","5","2","3","2","2","2","1","3",1,0,"2","2","1","3",1991,"488","3"
"1133","6","1","2","1","2","1","3","3",1,0,"2","1","2","3",1991,"491","3"
"1134","4","2","3","2","2","2","3","2",0,1,"2","2","2","3",1991,"492","3"
"1135","6","2","1","2","2","1","1","1",0,0,"2","2","2","3",1991,"495","3"
"1136","5","1","3","2","1","1","1","3",1,0,"2","1","2","3",1991,"511","3"
"1137","4","1",NA,"1","1","1","2","1",0,1,"2","1","1","3",1991,"549","3"
"1138","3","2","2","2","2","2","3","2",0,1,"2","1","2","3",1991,"559","2"
"1139","6","2","3","2","1","1","1","1",0,1,"2","1","1","3",1991,"561","3"
"1140","0","2","3","2","1","2","3","1",1,0,"1","2","2","3",1991,"565","3"
"1141","6","1","2","2","2","2","2","1",0,1,"2","2","2","3",1991,"574","2"
"1142","3","1","3","3","2","2","3","3",1,1,"2","2","2","3",1991,"576","2"
"1143","1","1","2","2","1","2","2","1",0,1,"2","2","2","3",1991,"578","2"
"1144","6","2","3","1","1","1","2","1",0,0,"2","2","2","3",1991,"589","3"
"1145","5","2","3","2","2","1","1","3",0,0,"2","2","2","3",1991,"591","3"
"1146","4","2","1","2","2","1","3","2",0,0,"1","1","1","3",1991,"595","3"
"1147","2","1","3","2","2","2","2","1",0,0,"1","2","2","3",1991,"606","2"
"1148","4","2","1","2","1","1","1","1",1,0,"1","1","1","3",1991,"609","3"
"1149","6","1","1","2","1","2","2","3",0,0,"2","1","1","3",1991,"611","2"
"1150","0","1","2","1","2","1","2","3",0,0,"2","2","1","3",1991,"613","2"
"1151","4","2","3","2","2","2","2","1",0,0,"2","1","2","3",1991,"617","3"
"1152","4","2","2","3","1","1","1","1",0,1,"2","2","2","3",1991,"625","3"
"1153","1","1","2","2","2","4","2","1",1,0,"2","2","2","3",1991,"639","2"
"1154","5","1","2","1","2",NA,"1","3",0,0,"1","1","1","3",1991,"644","2"
"1155","5","2","2","2","1","1","3","2",1,0,"1","2","1","3",1991,"648","2"
"1156","0","1","2","1","1","1","2","3",0,0,"2","2","2","3",1991,"651","2"
"1157","0","2","2","1","1","1","1","3",1,0,"2","2","2","4",1991,"659","3"
"1158","5","1","2","2","1","1","2","3",0,0,"2","1","1","3",1991,"665","3"
"1159","5","1","1","1","2","1","1","1",0,1,"1","1","1","3",1991,"676","3"
"1160","5","1","1","1","1","1","1","1",0,0,"1","1","1","3",1991,"707","2"
"1161","4","1","3","1","1","2","3","2",1,0,"1","1","2","3",1991,"715","2"
"1162","0","1","2","1","1","3","1","1",1,1,"1","1","1",NA,1991,"718","3"
"1163","1","1","1","3","2","4","3","2",0,1,"1","1","1","3",1991,"721","3"
"1164","5","1","2","2","1","1","2","3",0,1,"1","2","2","3",1991,"725","3"
"1165","4","2","3","1","2","1","1","3",0,1,"1","1","1","3",1991,"732","3"
"1166","3","2",NA,"3","2","1","2","1",1,1,"1","1","1","3",1991,"734","3"
"1167","3","1","1","3","2",NA,"1","1",0,1,"2","2","2","3",1991,"741","2"
"1168","4","2","2","2","1","2","3","3",0,0,"1","2","2","3",1991,"778","2"
"1169","6","1","1","1","2","1","2","3",0,0,"2","1","2","3",1991,"781","3"
"1170","5","1","1","1","1","2","1","1",0,0,"1","1","1","3",1991,"782","2"
"1171","1","2","1","1","2","2","1","2",1,0,"1","1","1","3",1991,"789","2"
"1172","5","1","2","1","1","2","2","3",0,0,"2","2","2","3",1991,"795","3"
"1173","2","2","2","2","2","2","3","3",0,1,"2","1","2","3",1991,"809","2"
"1174","5","1","1","2","2","2","2","1",0,0,"2","1","2","3",1991,"853","2"
"1175","1","1","1","2","2","1","2","1",0,0,"2","2","1","3",1991,"870","2"
"1176","3","1","1","2","2","4","2","3",0,0,NA,NA,NA,"3",1991,"896","3"
"1177","4","2","3","1","2","1","2","1",1,0,"1","1","1","3",1991,"905","3"
"1178","5","1","2","2","2","1","3","2",1,1,"1","2","2","3",1991,"908","2"
"1179","2","2","2","2","1","1","2","1",1,0,"2","2","2","3",1991,"950","2"
"1180","6","2","2","1","1","1","2","2",0,0,"1","1","1","3",1991,"959","3"
"1181","4","1","2","2","2","1","2","2",0,0,"1","1","1","4",1991,"966","3"
"1182","0","1","2","1","2","1","3","3",0,1,"2","2","2","3",1991,"973","2"
"1183","3","1","2","2","1","2","2","3",0,0,"2","1","1","2",1991,"977","3"
"1184","4","2","3","2","2","1","1","3",0,1,"1","1","1","3",1991,"984","3"
"1185","1","1","3","2","2","1","2","3",0,0,"2","1","2","3",1991,"1001","2"
"1186","5","1","1","2","2","3","2","1",0,1,"2","2","2","3",1991,"1010","4"
"1187","6","1","1","2","1","1","2","3",0,0,"2","1","2","3",1991,"1026","3"
"1188","1","1","2","2","2","2","3","2",0,0,"2","2","2","3",1991,"1042","2"
"1189","1","1","2","2","2","1","3","3",0,0,"1","1","1","3",1991,"1044","3"
"1190","5","1","1","2","1","2","2","1",0,0,"2","1","2","3",1991,"1085","3"
"1191","6","2","1","2","1","2","2","1",0,0,"2","2","1","3",1991,"1088","3"
"1192","6","1","1","2","1",NA,"2","1",0,1,"2","2","2","3",1991,"1093","3"
"1193","6","2","1","2","1","1","2","3",0,0,"2","2","2","3",1991,"1096","3"
"1194","4","1","1","1","1","2","2","3",0,0,"2","2","2","3",1991,"1100","2"
"1195","6","1","3","2","2","2","2","1",0,1,"1","2","2","3",1991,"1107","2"
"1196","5","1","2","2","2","4","2","1",0,1,"2","2","2","3",1991,"1111","3"
"1197","5","1","3","2","1","1","2","2",0,1,"1","2","2","3",1991,"1117","3"
"1198","3","1","3","2","2","2","2","3",1,0,"2","1","2","3",1991,"1130","1"
"1199","1","1","3","2","2","2","2","2",1,0,"1","1","1","3",1991,"1133","2"
"1200","6","1","3","1",NA,"1","1","1",0,0,"2","1","2","4",1991,"1147","3"
"1201","5","2","3","2","1","1","1","1",0,0,"2","2","2","3",1991,"1148","3"
"1202","5","1","1","2","2","2","2","1",0,0,"1","2","1","3",1991,"1160","2"
"1203","1","1","2","2","1","2","2","2",0,0,"2","2","1","3",1991,"1174","2"
"1204","0","2","2","2","1","1","2","1",0,0,"2","1","2","3",1991,"1181","3"
"1205","6","2","2","2","1","2","2","3",1,0,"1","1","1",NA,1991,"1184","3"
"1206","1","2","2","2","2","1","3","2",0,1,"2","2","2","3",1991,"1195","2"
"1207","2","1","2","2","2","1","1","3",0,0,"2","2","2","3",1991,"1198","2"
"1208","3","2","1","1","2","1","1","1",0,0,"2","1","2","3",1991,"1212","2"
"1209","5","1","2","2","2","3","3","2",0,0,"2","2","2","3",1991,"1215","2"
"1210","3","1","2","3","3","3","3","3",0,0,"2","2","1","3",1991,"1248","3"
"1211","5","2","2","2","2","3","3","2",0,1,"2","1","2","2",1991,"1252","2"
"1212","4","1","3","3","2","3","3","2",0,1,"2","2","2","2",1991,"1260","2"
"1213","5","1","1","1","1","1","2","1",0,0,"2","1","2","3",1991,"1272","3"
"1214","1","2","1","2","2","1","2","3",0,1,"1","1","1","3",1991,"1281","3"
"1215","5","1","1","1","1","1","1","1",1,1,"2","1","1","3",1991,"1285","3"
"1216","5","1","3","2","1","1","2","3",0,0,"2","2","1","2",1991,"1300","3"
"1217","1","1","1","2","2","3","2","2",1,0,"1","1","1","3",1991,"1310","3"
"1218","4","1","1","2","2","2","2","3",1,0,"2","1","1","3",1991,"1317","2"
"1219","2","2","1","1","2",NA,"3","2",0,0,"2","2","1","4",1991,"1326","3"
"1220","0","2","1","2","2","3","2","1",0,0,"2","1","1","3",1991,"1333","2"
"1221","3","1","2","2","2","1","3","1",1,0,"1","1","2","3",1991,"1352","2"
"1222","5","1","2","2","2","1","3","1",1,0,"2","1","2","3",1991,"1355","3"
"1223","1","2","2","1","1","1","2","1",0,0,"2","1","2","3",1991,"1359","3"
"1224","0","2","1","1","2","1","2","3",0,0,"2","2","2","3",1991,"1379","1"
"1225","5","1","1","2","2","2","2","2",1,0,"2","1","1","1",1991,"1396","2"
"1226","1","1","1","2","1",NA,"3","3",0,0,"1","1","1","3",1991,"1410","2"
"1227","1","1","2","2","2","1","2","1",0,0,"2","2","2","3",1991,"1439","3"
"1228","5","1","1","1","1","1","2","2",0,0,"2","1","1","3",1991,"1445","2"
"1229","1","2","1","3","2","2","2","3",0,0,"2","2","2","3",1991,"1459","2"
"1230","0","2","1","2","1","2","2","3",0,0,"2","1","1","3",1991,"1461","2"
"1231","1","1","3","2","1","2","3","2",0,0,"1","2","2","3",1991,"1484","2"
"1232","5","1","2","1","1","1","2","1",0,0,"1","1","1","3",1991,"1487","3"
"1233","3","1","3","1","1","1","1","1",0,1,"2","1","1","3",1991,"1488","2"
"1234","3","1","1","2","2","2","2","1",0,1,NA,NA,NA,"3",1991,"1497","2"
"1235","5","1","3","2","2","1","2","1",0,0,"1","1","1","3",1991,"1516","3"
"1236","0","1","3","2","2","1","3","2",0,1,"2","2","2","3",1993,"7","3"
"1237","1","2","2","1","1","2","3","3",1,1,"2","2","2","3",1993,"41","3"
"1238","0","2","1","2","3","3","3","3",0,1,"2","2","2","3",1993,"55","2"
"1239","0","2","2","1","1","1","1","1",0,0,"2","2","2","3",1993,"64","3"
"1240","4","1","1","2","1","2","2","1",0,0,"1","2","2","3",1993,"66","2"
"1241","6","2","2","2","1","1","2","1",0,0,"1","1","1","3",1993,"72","4"
"1242","3","1","2","1","1","4","2","3",1,1,"2","2","2","3",1993,"75","2"
"1243","2","1","2","2","2","2","3","3",0,0,"2","1","1","3",1993,"86","2"
"1244","1","1",NA,"2","1","2","2","2",0,0,"2","2","2","3",1993,"104","3"
"1245","7","1",NA,"1","2","2","2","3",0,0,"1","1","1","3",1993,"108","3"
"1246","6","1","2","3","2","2","3","3",1,0,"2","1","2","3",1993,"109","3"
"1247","5","1","3","2","1","2","2","2",0,0,"1","1","2","3",1993,"111","3"
"1248","4","1","2","1","1","2","2","3",0,0,"2","2","2","3",1993,"119","3"
"1249","0","1","2","2","1","1","2","3",0,0,"2","2","2","3",1993,"132","3"
"1250","4","1","1","1","2","1","1","1",0,0,"2","2","2","3",1993,"139","3"
"1251","5","1","3","2","2","2","2","3",0,0,"1","1","2","3",1993,"141","3"
"1252","4","1","3","2","2","1","2","3",0,1,"2","2","2","3",1993,"159","3"
"1253","0","2","2","2","2","3","2","3",1,0,"2","2","2","3",1993,"164","3"
"1254","2","1","2","1","2",NA,"2","3",0,0,"1","1","1","3",1993,"166","2"
"1255","6","1","1","1","2","2","2","3",0,1,"2","2","2","3",1993,"181","3"
"1256","1","2","2","1","1","1","1","1",1,0,"2","2","2","3",1993,"189","3"
"1257","5","1","2","1","1","1","1","1",0,0,"2","2","2","3",1993,"214","3"
"1258","4","1","3","2","1","1","3","2",0,0,"1","1","1","3",1993,"219","3"
"1259","4","1","1","1","1","1","1","3",0,0,"1","2","2","3",1993,"222","2"
"1260","2","1","2","1","2","4","1","1",1,1,"2","2","2","3",1993,"228","3"
"1261","1","1","2","2","2","2","2","1",0,0,"2","2","2","3",1993,"230","3"
"1262","5","2","2","1","1","1","1","1",0,0,"1","2","1","3",1993,"244","2"
"1263","1","2","3","2","2","4","2","3",1,0,"2","2","2","3",1993,"251","3"
"1264","2","2","3","2","2","4","2","2",1,0,"2","2","2","3",1993,"252","3"
"1265","2","1","2","1","1","1","2","1",0,0,"2","2","2","2",1993,"260","3"
"1266","4","1","2","1","1","1","2","1",0,1,"2","2","2","3",1993,"262","3"
"1267","2","2","2","2","2","1","3","2",0,0,"2","2","2","3",1993,"263","3"
"1268","2","1","1","2","1","1","3","2",0,0,"2","2","2","4",1993,"268","2"
"1269","4","1","2","2","2","2","1","1",1,1,"1","2","2","3",1993,"280","3"
"1270","3","1","1","2","2","1","2","1",0,0,"2","2","2","3",1993,"281","2"
"1271","2","1","2","2","2","3","2","1",0,0,"2","2","2","3",1993,"291","3"
"1272","6","1","2","2","1","1","1","1",0,0,"2","2","2","3",1993,"309","3"
"1273","3","1","2","1","1","2","2","3",1,0,"2","2","2","3",1993,"314","2"
"1274","0","2","3","1","1","1","2","3",1,0,"2","2","2","3",1993,"320","3"
"1275","5","1","2","2","1","1","1","1",0,1,"2","2","2","3",1993,"321","3"
"1276","3","1","3","1","2","1","1","1",1,0,"1","2","2","3",1993,"328","2"
"1277","3","2","1","3","2","3","3","2",0,1,"1","1","1","3",1993,"329","2"
"1278","4","2","2","1","1","1","1","1",0,0,"1","1","1","3",1993,"339","3"
"1279","0","2","3","2","1","2","1","1",1,0,"1","1","1","3",1993,"340","2"
"1280","2","2",NA,"2","2","2","2","1",0,0,"2","2","2","3",1993,"347","3"
"1281","1","2","1","1","1","1","1","1",0,0,"2","1","1","3",1993,"365","3"
"1282","1","2","1","2","1","4","2","3",0,0,"2","2","2","3",1993,"388","2"
"1283","1","2","1","2","2","1","2","3",0,0,"2","2","1","3",1993,"392","2"
"1284","2","1",NA,"1","1","1","2","1",0,0,"1","2","2","3",1993,"394","3"
"1285","5","2","2","3","2","2","2","1",0,0,"2","1","1","3",1993,"398","3"
"1286","4","1","2","2","2","1","2","1",0,0,"1","1","1","3",1993,"401","2"
"1287","5","1","3","1","1","1","1","3",0,0,"1","1","1","3",1993,"410","3"
"1288","1","1","1","1","2","2","2","1",0,1,"2","2","2","3",1993,"425","2"
"1289","5","1","2","2","2","1","2","1",0,1,"1","2","2","3",1993,"430","2"
"1290","3","1","2","2","3","3","3","2",0,0,"2","2","2","1",1993,"432","2"
"1291","0","2","1","2","1","2","3","2",0,0,"2","2","2","3",1993,"434","3"
"1292","6","1","2","1","1","1","1","1",0,0,"2","2","2","3",1993,"435","3"
"1293","7","1","1","2","2",NA,"1","1",1,0,"1","1","1","3",1993,"436","2"
"1294","2","1","1","1","1","1","3","2",1,0,"1","1","1","3",1993,"437","3"
"1295","5","2","1","2","2","1","2","2",0,0,"2","1","2","3",1993,"440","2"
"1296","2","2","2","2","2","2","3","3",0,1,"1","1","1","3",1993,"457","3"
"1297","0","2","2","2","2","1","1","3",0,0,"2","1","2","3",1993,"467","2"
"1298","0","2","3","2","1","2","1","1",0,1,"2","2","2","4",1993,"490","4"
"1299","1","2","3","1","1","1","1","1",0,1,"2","2","2","3",1993,"492","3"
"1300","4","1","2","1","1","1","1","1",0,0,"2","2","2","3",1993,"503","3"
"1301","1","2","2","1","1","3","3","2",0,0,"1","2","1","3",1993,"507","2"
"1302","0","2","2","2","2","1","3","2",1,0,"2","1","2","4",1993,"514","3"
"1303","2","2","3","1","1",NA,"1","1",1,0,"2","2","2","3",1993,"530","3"
"1304","1","2","1","2","1","2","1","3",1,1,"1","2","2","3",1993,"531","2"
"1305","2","1","3","2","2","1","3","3",1,1,"1","2","1","1",1993,"544","2"
"1306","5","1","3","2","2","1","3","1",0,1,"1","1","1","3",1993,"546","3"
"1307","5","1","1","2","1","2","1","1",0,0,"2","2","1","3",1993,"566","3"
"1308","5","2","2","2","1","1","1","3",1,0,"1","1","1","3",1993,"570","3"
"1309","5","1","3","1","2",NA,"2","1",0,0,"2","1","1","3",1993,"593","2"
"1310","6","1","2","1","1","1","2","1",0,0,"2","1","1","3",1993,"600","2"
"1311","5","2","1","1","1","1","2","3",0,0,"2","1","1","3",1993,"607","2"
"1312","4","2","1","2","2","1","2","2",0,0,"1","2","1","3",1993,"614","3"
"1313","5","1","1","2","2","2","1","1",0,0,"2","2","2","3",1993,"623","3"
"1314","1","1","1","2","2","2","3","3",1,0,"1","1","2","3",1993,"625","2"
"1315","6","1","1","2","2",NA,"2","3",0,0,"2","1","1","3",1993,"638","2"
"1316","3","2","2","1","2","1","2","1",0,1,"2","1","1","3",1993,"643","2"
"1317","0","2","1","1","2","2","2","1",0,0,"2","1","1","3",1993,"644","2"
"1318","0","2","2","2","1","1","2","3",0,0,"2","2","2","3",1993,"650","3"
"1319","0","2","1","1","2","1","3","2",0,1,"2","1","1","3",1993,"653","2"
"1320","4","2","3","2","1","1","2","1",0,0,"2","2","2","3",1993,"661","3"
"1321","2","1","2","1","2","1","2","3",0,0,"1","1","1","3",1993,"664","2"
"1322","6","1","3","2","1","2","2","1",0,0,"1","1","1","3",1993,"665","2"
"1323","6","1","1","1","1","1","1","1",0,0,"1","2","1","3",1993,"676","2"
"1324","1","1","1","1","2","1","2","3",0,0,"1","1","1","3",1993,"677","2"
"1325","6","1","1","2","1","1","2","3",0,0,"2","1","2","3",1993,"678","2"
"1326","0","1","3","3","1","1","1","1",0,1,"1","1","1","3",1993,"693","3"
"1327","1","1","1","1","3","3","3","2",0,0,"2","2","2","1",1993,"707","1"
"1328","0","1","1","1","1","2","3","2",0,0,"2","1","2","3",1993,"711","2"
"1329","1","1","1","1","1","1","1","3",0,0,"2","2","2","3",1993,"717","3"
"1330","1","1","1","2","1","2","3","3",0,1,"2","1","1","3",1993,"725","2"
"1331","5","2","1","1","1","1","1","1",0,1,"1","1","1","3",1993,"748","2"
"1332","2","1","2","2","2","2","3","2",0,1,"2","2","2","3",1993,"767","2"
"1333","1","1","1","1","2","2","2","3",1,0,"2","2","2","3",1993,"773","3"
"1334","6","1","1","1","1","1","3","1",1,0,"2","2","2","3",1993,"786","3"
"1335","2","2","2","2","2","1","1","3",1,0,"1","1","1","3",1993,"787","3"
"1336","6","1","1","1","1","1","1","1",0,1,"3","3","3","3",1993,"789","3"
"1337","3","2","3","1","1","1","2","1",0,0,"2","1","2","3",1993,"792","2"
"1338","0",NA,"1","3","2","1","2","3",0,1,"1","1","1","3",1993,"800","2"
"1339","1","1","2","2","2","1","2","1",0,0,"1","2","1","3",1993,"809","2"
"1340","0","1","1","2","1",NA,"3","3",0,1,"2","2","2","3",1993,"830","3"
"1341","0","2","1","1","1","1","1","1",0,0,"2","2","2","3",1993,"832","4"
"1342","1","2","3","1","1","2","1","1",0,0,"2","2","2","3",1993,"859","3"
"1343","6","1","3","2","1","2","2","3",0,1,"2","2","2","3",1993,"869","2"
"1344","6","1","2","2","1","2","1","1",0,0,"2","2","2","3",1993,"886","3"
"1345","2","1","2","2","1","2","2","3",0,1,"2","2","2","3",1993,"896","1"
"1346","1","2","2","1","1","1","1","1",0,0,"2","2","2","3",1993,"900","3"
"1347","3","1","2","2","2","3","3","1",1,1,"2","1","2","1",1993,"914","2"
"1348","5","1","1","2","2","3","3","2",0,1,"2","2","1","3",1993,"915","1"
"1349","1","1","3","2","1","1","2","3",0,0,"2","2","2","3",1993,"952","3"
"1350","5","1","1","1","2","1","2","1",0,0,"2","2","2","3",1993,"962","3"
"1351","6","2","2","2","2","2","2","3",0,1,"2","1","1","3",1993,"964","1"
"1352","3","2","1","2","1","2","3","1",0,1,"2","2","2","3",1993,"975","2"
"1353","0","1","2","2","1","2","2","1",1,1,"2","2","2","3",1993,"976","3"
"1354","3","2","1","2","2","2","1","1",1,1,"2","2","2","3",1993,"981","2"
"1355","0","1",NA,"2","2","4","3","2",0,0,"2","2","2","3",1993,"985","2"
"1356","0","2","2","2","1","1","2","1",0,0,"2","1","2","3",1993,"1008","3"
"1357","1","2","3","1","1","1","2",NA,0,0,"2","2","2","3",1993,"1009","3"
"1358","1","1","2","1","1","1","1","1",0,0,"2","2","2","3",1993,"1010","4"
"1359","3","1","3","2","1","1","2","3",0,0,"2","2","2","3",1993,"1012","3"
"1360","1","1",NA,"2","1","1","2","1",0,0,"2","2","2","3",1993,"1014","4"
"1361","4","1","2","1","1","2","1","1",0,0,"1","2","2","3",1993,"1018","3"
"1362","5","1","2","2","1","2","2","1",0,1,"1","2","2","3",1993,"1026","3"
"1363","5","2","2","1","2","2","2","3",0,0,"2","2","2","3",1993,"1034","2"
"1364","5","1","1","2","2","2","2","3",0,0,"1","2","2","3",1993,"1035","2"
"1365","4","1","1","2","2","2","2","1",1,1,"1","1","1","3",1993,"1046","2"
"1366","2","2","3","2","1","2","1","1",0,1,"2","2","2","3",1993,"1058","4"
"1367","2","1",NA,"1","1","1","1","1",0,1,"1","1","1","3",1993,"1059","4"
"1368","6","1","2","1","2","3","2","2",0,0,"1","1","2","3",1993,"1081","3"
"1369","3","1","1","2","1","3","3","2",0,0,"2","2","2","3",1993,"1091","2"
"1370","2","2","2","2","2","2","2","2",0,0,"2","2","2","3",1993,"1092","2"
"1371","1","1","2","2","2","2","3","1",0,1,"2","2","2","3",1993,"1101","3"
"1372","4","1","2","1","2","2","2","3",0,0,"1","2","2","3",1993,"1110","3"
"1373","5","1","3","2","1","1","1","1",0,1,"2","2","2","3",1993,"1116","2"
"1374","5","1","1","2","1","1","1","3",0,0,"1","1","1","3",1993,"1120","2"
"1375","3","1","2","2","2","2","2","2",0,0,"2","1","2","3",1993,"1133","1"
"1376","1","2","1","2","2",NA,"3","3",0,0,"2","1","2","3",1993,"1149","2"
"1377","6","2","1","1","2","2","1","1",0,0,"2","2","1","3",1993,"1157","3"
"1378","6","2","3","2","1","1","1","3",0,1,"2","2","2","3",1993,"1168","3"
"1379","3","1","1","2","2","1","3","1",0,1,"1","1","1","3",1993,"1178","2"
"1380","2","1","2","3","3","2","3","3",0,0,"2","2","2",NA,1993,"1188","2"
"1381","5","1","3","2","1","2","3","2",0,1,"1","1","1","3",1993,"1206","3"
"1382","4","1","1","1","1","1","1","1",0,0,"1","1","1","3",1993,"1219","3"
"1383","6","2","2","2","1","1","1","3",0,1,"2","2","2","3",1993,"1239","3"
"1384","7","1","2","2","1","1","2","1",1,0,"2","2","1","3",1993,"1245","3"
"1385","1","1","1","3","2","2","2","3",0,0,"2","1","1","3",1993,"1252","2"
"1386","7","1","3","2","2","1","1","1",0,0,"2","2","2","3",1993,"1255","3"
"1387","3","2","2","1","2","1","2","3",1,0,"2","2","2","3",1993,"1258","3"
"1388","5","1","3","2","3","2","3","3",1,0,"1","2","2","3",1993,"1259","2"
"1389","4","1","3","2","2","3","3","1",0,1,"2","2","2","3",1993,"1277","1"
"1390","5","2","1","2","1",NA,"1","3",0,0,"1","1","1","3",1993,"1296","3"
"1391","2","1","1","2","1","2","1","1",1,0,"1","1","2","3",1993,"1302","2"
"1392","0","1","3","2","2","1","2","3",0,0,"2","1","2","4",1993,"1305","3"
"1393","3","2",NA,"2","2","3","2","1",0,0,"2","2","2","3",1993,"1312","2"
"1394","5","1","3","1","2","1","3","3",0,1,"1","2","2","3",1993,"1313","2"
"1395","3","2","1","2","2","2","2","3",0,0,"1","1","1","3",1993,"1315","2"
"1396","6","2","1","1","1","1","2","1",0,0,"2","2","2","3",1993,"1332","3"
"1397","5","1","3","2","1","2","2","1",0,1,"1","1","1","3",1993,"1364","3"
"1398","1","1","2","1","2","2","2","1",0,1,"2","1","2","3",1993,"1366","3"
"1399","4","1","1","1","2","2","3","2",1,1,"2","2","2","3",1993,"1386","3"
"1400","6","1","1","1","1",NA,"2","1",0,1,"1","2","2","3",1993,"1388","3"
"1401","5","1","2","2","1","2","3","2",0,1,"2","2","2","3",1993,"1391","2"
"1402","2","3","2","2","2","2","2","1",1,0,"1","1","1","3",1993,"1402","3"
"1403","6","2","1","3","1","3","3","2",0,0,"1","2","1","3",1993,"1411","3"
"1404","0","1","3","1","2","1","1","1",1,0,"2","1","1","3",1993,"1423","3"
"1405","4","1","1","2","2","1","2","2",0,0,"2","2","1","3",1993,"1449","2"
"1406","1","1","1","2","2",NA,"3","2",1,0,"2","2","2","3",1993,"1469","2"
"1407","5","2","1","1","1","1","1","1",0,0,"2","1","1","3",1993,"1498","3"
"1408","5","2","1","2","2","2","2","3",0,0,"1","1","2","3",1993,"1500","3"
"1409","2","1","1","2","2","1","2","1",0,0,"1","1","1","3",1993,"1519","2"
"1410","0","1","1","1","2","1","1","1",0,1,"1","1","1","4",1993,"1530","3"
"1411","1","2","1","2","2","2","1","2",1,0,"2","2","2","3",1993,"1539","2"
"1412","6","2","1","2","2","2","2","3",1,0,"2","1","1","3",1993,"1548","2"
"1413","5","1","1","1","1","1","1","3",0,0,"2","1","2","3",1993,"1549","2"
"1414","4","2","1","3","3","2","3","2",0,1,"2","2","1","3",1993,"1561","2"
"1415","1","2",NA,"1","1","2","1","1",0,0,"2","2","2","3",1993,"1585","3"
"1416","5","2","1","2","1","1","1","1",0,1,"1","1","1","3",1993,"1597","3"
"1417","1","1","2","2","2","2","2","2",0,1,"2","2","2","3",1993,"1598","3"
"1418","4","2","2","2","1","2","1","1",1,0,"2","2","2","3",1993,"1602","3"
"1419","6","2","3","1","1","1","2","3",0,0,"2","1","1","3",1993,"1604","3"
"1420","6","1","3","2","2","3","1","1",0,0,"2","2","2","3",1993,"1605","3"
"1421","0","1","3","1","1","2","1","3",NA,1,"2","2","2","3",1994,"14","4"
"1422","3","1","3","3","1","1","2","1",1,1,"2","2","2","3",1994,"36","4"
"1423","5","1","2","1","1","1","2","1",0,1,"2","2","2","3",1994,"56","3"
"1424","3","1","2","1","2","2","3","3",NA,0,"2","2","2","3",1994,"91","3"
"1425","3","2","2","1","2","1","2","3",0,0,"2","2","2","3",1994,"116","3"
"1426","5","2","2","2","2","3","2","2",1,1,"2","2","2","3",1994,"125","2"
"1427","5","1","2","1","2","1","1","1",0,1,"2","2","2","3",1994,"128","2"
"1428","0","1","3","1","2","1","2","1",0,0,"2","2","2","3",1994,"139","3"
"1429","5","1","1","2","2","2","3","3",NA,0,"1","2","2","3",1994,"143","2"
"1430","1","1","1","2","2","2","3","3",0,1,"2","2","1","3",1994,"144","2"
"1431","2","1","2","2","2","2","1","3",0,0,"2","2","2","3",1994,"149","2"
"1432","5","1","3","2","2","1","2","1",0,0,"2","2","2","3",1994,"151","3"
"1433","5","2","2","2","2","1","2","2",NA,0,"2","1","2","3",1994,"157","3"
"1434","3","2","2","2","2","1","2","1",1,0,"2","2","2","3",1994,"162","2"
"1435","6","1","2","2","2","2","3","2",1,1,"2","2","1","3",1994,"172","3"
"1436","6","1","2","1","1","1","2","3",1,1,"2","2","2","3",1994,"173","3"
"1437","0","2","2","2","2","3","3","2",0,0,"2","2","2","3",1994,"180","2"
