"","PARTYID","TAX","FUND","HAPPY","LIFE","SATJOB","SATFIN","FINALTER","XMOVIE","FEAR","PISTOL","SHOTGUN","RIFLE","PHONE","YEAR","ID_","CLASS_"
"2430","5","1","3","2","1","1","2","1",0,0,"2","2","2","3",2000,"695","3"
"2431","2","3","2","2","2","1","2","1",0,1,"2","2","1","3",2000,"715","2"
"2432","5","1","3","1","1","1","2","1",1,0,"1","2","1","3",2000,"722","3"
"2433","1","1","2","1","2","2","2","1",1,1,"2","2","1","3",2000,"724","2"
"2434","3","1","2","1","2","1","2","1",0,0,"1","2","2","3",2000,"731","2"
"2435","6","2","1","2","1","1","1","1",1,0,"2","2","2","3",2000,"745","2"
"2436","3","2","1","2","1","1","2","1",0,0,"2","2","2","3",2000,"746","3"
"2437","7","1","2","2","2","1","1","3",0,0,"2","1","1","3",2000,"761","2"
"2438","2","1","3","1","1","2","1","1",0,0,"1","2","1","3",2000,"762","3"
"2439","1","1","3","3","1",NA,"3","2",1,0,"2","2","1","3",2000,"769","2"
"2440","5","1","1","2","1","1","2","3",0,0,"2","2","1","3",2000,"787","2"
"2441","4","1","3","1","1","1","2","2",0,0,"1","2","2","3",2000,"799","3"
"2442","3","2","1","1","1","2","1","1",0,0,"2","2","2","3",2000,"823","2"
"2443","6","1","1","1","1",NA,"1","1",0,0,"1","1","1","3",2000,"855","4"
"2444","3","2","3","2","2",NA,"2","2",0,0,"2","2","2","3",2000,"856","2"
"2445","3","1","1","1","1","1","1","3",0,0,"2","2","2","3",2000,"888","3"
"2446","5","1","1","2","2","1","2","3",0,0,"2","2","2","3",2000,"896","3"
"2447","6","1","1","1","1",NA,"1","1",0,1,"1","1","1","3",2000,"898","2"
"2448","5","1","1","2","1","2","2","1",0,1,"2","2","2","4",2000,"924","3"
"2449","4","2","1","2","1","1","2","2",0,0,"2","2","2","3",2000,"928","2"
"2450","3","2","2","1","1","2","2","1",1,1,"2","2","2","3",2000,"933","2"
"2451","6","1","1","1","1","1","1","1",0,0,"2","2","2","3",2000,"946","3"
"2452","2","1",NA,"2","2","2","2","3",0,0,"1","1","1","3",2000,"952","2"
"2453","3","1","3","1","1","2","2","1",0,0,"2","2","1","3",2000,"959","3"
"2454",NA,"2",NA,"2","1","1","2","1",0,0,"2","2","2","3",2000,"988","3"
"2455","3","1","3","2","2","2","1","1",1,1,"2","2","2","3",2000,"991","3"
"2456","0","1","2","1","2","1","2","3",0,0,"1","1","2","2",2000,"1003","3"
"2457","5","1","2","2","2","1","1","1",0,0,"2","2","2","3",2000,"1007","2"
"2458","1","2","3","2","2","1","2","3",0,1,"1","2","2","4",2000,"1024","2"
"2459","4","1","2","2","2","2","3","3",0,1,"2","1","1","3",2000,"1042","2"
"2460","1","2","2","2","2","3","1","1",0,0,"2","2","2","3",2000,"1043","2"
"2461","1","2","1","1","1","1","2","3",0,0,"2","2","2","3",2000,"1044","2"
"2462","5","1","3","1","1","1","1","3",0,0,"2","2","1","3",2000,"1052","2"
"2463","0","1","2","2","2","2","2","1",0,0,"2","2","2","3",2000,"1063","2"
"2464","1","1","2","2","1","1","2","3",0,0,"2","2","2","3",2000,"1067","2"
"2465","2","1",NA,"2","2","1","2","3",0,0,"2","2","2","3",2000,"1074","3"
"2466","6","1","3","2","1","1","1","2",0,0,"1","1","1","4",2000,"1075","3"
"2467","2","2","3","2","1","2","1","1",1,1,"2","2","2","3",2000,"1079","2"
"2468","0","1",NA,"2","2","2","1","1",1,0,"2","2","1","3",2000,"1105","3"
"2469","3","2","3","2","2","3","3","3",0,0,"1","2","2","3",2000,"1107","3"
"2470","3","1","3","2","2","1","3","2",1,0,"2","2","2","3",2000,"1110","2"
"2471","3","1","3","2","2","2","2","1",0,0,"2","2","2","3",2000,"1111","3"
"2472","5","1","2","1","2",NA,"1","3",0,1,"2","2","2","3",2000,"1118","2"
"2473","1","2","2","2","1",NA,"2","3",0,1,"2","2","2","3",2000,"1130","3"
"2474","3","1","1","2","2","2","2","3",0,0,"2","2","2","3",2000,"1138","2"
"2475","5","1","2","2","1","2","2","1",1,0,"2","2","2","3",2000,"1144","2"
"2476","3","1","2","2","2","1","2","3",0,1,"2","2","2","3",2000,"1150","2"
"2477","5","1","2","2","1","2","2","1",0,1,"1","2","2","3",2000,"1173","3"
"2478","1","1","2","2","2","2","2","1",0,1,"2","1","2","3",2000,"1210","2"
"2479","4","1","2","2","2","1","2","3",0,0,"1","2","1","3",2000,"1219","2"
"2480","7","1","1","1","1","2","2","3",0,1,"1","1","1","3",2000,"1228","2"
"2481","7","1","1","3","3","4","3","2",0,1,"2","2","2","3",2000,"1236","3"
"2482","1","2","1","1","1","1","2","1",0,0,"2","2","2","3",2000,"1237","3"
"2483","2","2","2","1","1","2","2","1",0,1,"2","2","2","3",2000,"1241","3"
"2484","7","1","1","1","1","2","2","1",0,0,"2","2","2","1",2000,"1251","2"
"2485","1","1","3","2","1","3","1","1",0,0,"2","2","2","3",2000,"1268","2"
"2486","1","2","1","1","1","2","1","1",0,0,"2","2","2","3",2000,"1278","3"
"2487","0","1","2","1","1","2","2","2",0,0,"2","2","2","3",2000,"1279","3"
"2488","2","1","2","1","2","1","2","3",0,0,"1","2","2","3",2000,"1284","2"
"2489","4","1","1","2","1","2","2","2",0,1,"2","2","2","2",2000,"1326","2"
"2490","5","1","1","1","1","1","2","1",0,0,"2","2","2","3",2000,"1328","2"
"2491","1","1","2","2","3","3","3","3",0,1,"2","2","2","3",2000,"1348","3"
"2492","0","1","3","2","2","2","3","1",0,0,"2","2","2","3",2000,"1349","3"
"2493","6","1","1","2","2","4","3","2",0,1,"2","2","2","3",2000,"1393","2"
"2494","2","1","2","1","2","1","2","1",0,0,"2","2","2","3",2000,"1400","2"
"2495","2","1","2","3","2","2","2","3",0,0,"2","2","2","3",2000,"1411","2"
"2496","1","1","1","1","2","1","2","3",1,0,"2","2","1","3",2000,"1416","2"
"2497","2","1","3","2","2","2","3","2",1,0,"2","2","2","3",2000,"1429","2"
"2498","1","1","1","2","2",NA,"2","3",0,0,"2","1","2","3",2000,"1486","2"
"2499","5","1","1","2","2","2","1","1",0,0,"2","1","2","3",2000,"1493","3"
"2500","1","2",NA,"1","1","1","1","1",0,0,"2","2","2","3",2000,"1503","3"
"2501","3","1",NA,"1","1","1","2","1",1,0,"2","1","2","3",2000,"1518","2"
"2502","0","1","1","1","2","2","2","1",0,1,NA,NA,NA,"3",2000,"1523","3"
"2503","4","1","2","1","1","2","1","1",0,0,"1","1","2","3",2000,"1539","3"
"2504","1","1","2","2","1","2","2","3",0,0,"2","2","2","3",2000,"1544","3"
"2505","3","1","1","1","2","2","3","1",0,0,"1","1","2","3",2000,"1550","3"
"2506","6","2","2","2","2","1","1","1",0,0,"2","2","2","3",2000,"1557","3"
"2507","5","1","1","1","1","1","2","3",1,1,"2","1","1","2",2000,"1576","3"
"2508","1","1","2","2","2","2","3","1",1,1,"2","2","2","3",2000,"1579","2"
"2509","4","1","1","1","1","1","1","1",0,0,"2","2","2","3",2000,"1582","2"
"2510","6","1","2","2","1","1","2","3",0,0,"2","2","1","3",2000,"1587","3"
"2511","5","1","1","2","2","2","3","2",0,1,"2","2","2","3",2000,"1619","2"
"2512","0","1","1","1","1","1","1","3",0,1,"2","2","2","3",2000,"1631","3"
"2513","5","1","3","2","2","2","1","3",0,1,"2","2","2","3",2000,"1640","4"
"2514","6","1","2","1","2","2","2","3",0,1,"1","2","1","3",2000,"1653","3"
"2515","2","1","2","2","1","2","2","3",0,1,"2","2","2","3",2000,"1659","2"
"2516","5","1","2","1","1","2","2","3",0,0,"1","2","2","3",2000,"1677","3"
"2517","1","2","3","2","1","1","2","3",0,0,"2","2","2","4",2000,"1680","3"
"2518","1","2","1","1","1","1","2","1",0,1,"2","2","2","3",2000,"1696","3"
"2519","1","1","2","2","1","1","2","1",1,0,"2","2","2","3",2000,"1700","2"
"2520","3","1","3","2","2","2","3","3",0,0,"1","2","1","3",2000,"1708","3"
"2521","0","1","1","2","2","1","2","3",0,0,"2","2","2","3",2000,"1715","3"
"2522","6","1","1","1","2","1","1","1",0,0,NA,NA,NA,"3",2000,"1747","3"
"2523","0","1","2","2","1","1","2","3",1,1,"2","2","2","3",2000,"1757","3"
"2524","4","1","2","2","1","2","3","3",0,1,"2","1","1","3",2000,"1763","3"
"2525","1","2","3","1","1","1","1","1",0,0,"2","2","1","3",2000,"1798","3"
"2526","4","1","3","2","2","2","1","1",0,0,"2","2","2","3",2000,"1801","4"
"2527","2","1","3","1","2","2","1","1",0,1,"1","2","2","3",2000,"1809","3"
"2528","5","1","3","2","2","1","3","1",0,0,"2","1","2","3",2000,"1855","3"
"2529","5","1","1","2","2","1","2","3",1,0,"1","1","1","4",2000,"1862","2"
"2530","7","1","3","1","1","2","2","1",0,0,"2","2","1","3",2000,"1874","3"
"2531","5",NA,"2","1","1",NA,"1","1",0,0,"1","2","2","3",2000,"1884","4"
"2532","3",NA,"3","1","1","1","2","2",0,0,"2","2","2","3",2000,"1950","3"
"2533","3","2","2","2","1","2","2","1",0,0,"2","2","2","3",2000,"1951","3"
"2534","1","1","1","1","1","1","2","1",0,1,"2","2","2","3",2000,"1962","3"
"2535","0","1","1","1","1","2","2","1",0,0,"2","2","2","3",2000,"1971","2"
"2536","4","1",NA,"1","1","1","3","1",0,1,"3","3","3","3",2000,"1979","3"
"2537","3","1","1","2","1","2","3","2",0,1,"2","2","2","3",2000,"1982","2"
"2538","0","1","1","2","1","3","3","3",0,1,"2","2","2","3",2000,"1994","2"
"2539","5","1","2","1","1","2","1","1",0,1,"1","2","2","3",2000,"1998","3"
"2540","7","1","2","2","1","2","1","3",0,0,"2","1","1","3",2000,"2000","3"
"2541","0","1","2","1","1","1","2","1",1,0,"2","2","1","3",2000,"2002","3"
"2542","5","1","2","1","1","1","2","1",0,0,"2","2","2","3",2000,"2003","3"
"2543","5","1","1","1","1","1","1","3",0,1,"2","2","1","3",2000,"2005","3"
"2544","6","1","1","1","1",NA,"1","1",0,0,"1","1","1","3",2000,"2012","2"
"2545","2","1","2","2","1","2","2","1",1,0,"2","2","2","3",2000,"2046","3"
"2546","3","1","1","1","1","2","1","1",0,0,"2","2","2","3",2000,"2063","2"
"2547","0","2","1","2","2","1","1","1",0,1,"2","2","1","3",2000,"2119","2"
"2548","5","2","1","1","1","1","3","3",0,0,"2","1","1","3",2000,"2137","2"
"2549","6","1","2","1","2",NA,"2","3",0,1,"2","2","2","3",2000,"2140","3"
"2550","0","1","1","1","2","1","1","1",0,0,"1","2","1","3",2000,"2144","2"
"2551","3","1","3","2","1","1","3","3",0,1,"2","2","2","3",2000,"2159","4"
"2552","3","1","2","1","2","1","3","1",0,0,"2","2","2","3",2000,"2177","2"
"2553","6","2","1","1","2","2","2","3",0,0,"2","2","2","3",2000,"2180","2"
"2554","6","1","3","2","2","3","2","3",0,0,"2","1","1","3",2000,"2182","3"
"2555","3","2","3","1","1",NA,"1","1",0,0,"2","2","2","3",2000,"2183","3"
"2556","1","2","3","2","1","1","1","1",0,0,"2","1","1","3",2000,"2191","3"
"2557","1","1","2","2","1",NA,"2","3",0,1,"2","2","2","3",2000,"2199","3"
"2558","4","1","1","1","1","1","1","1",0,0,"2","1","1","3",2000,"2210","3"
"2559","5","1","1","1","2","2","1","3",0,0,"2","2","2","3",2000,"2216","2"
"2560","0","2","3","2","2",NA,"1","1",0,0,"1","1","1","3",2000,"2226","3"
"2561","1","2","2","1","1","1","1","1",0,0,"2","2","2","3",2000,"2232","3"
"2562","1","2","2","1","2","1","1","1",1,0,"2","2","2","3",2000,"2234","2"
"2563","0","2","2","2","2","2","2","3",0,0,"1","1","2","3",2000,"2249","3"
"2564","4","1","1","2",NA,"2","3","3",0,1,"2","2","1","3",2000,"2250","2"
"2565","5","1","1","1","2","2","1","3",1,1,"2","2","2","3",2000,"2302","2"
"2566","6","1","1","1","1","2","2","2",0,1,"1","1","1","3",2000,"2307","3"
"2567","4","1","3","3","1","1","2","3",0,1,"1","1","1","3",2000,"2320","4"
"2568","1","1","2","1","1","1","1","1",0,0,"2","1","1","4",2000,"2340","2"
"2569","3","2","2","1","1","1","2","1",1,0,"2","2","2","3",2000,"2345","2"
"2570","6","2","2","1","2","2","2","3",0,0,"2","1","2","3",2000,"2352","2"
"2571","5","1","1","2","1","1","1","3",0,0,"2","2","2","3",2000,"2357","2"
"2572","1","2","3","1","1","2","2","1",0,1,"2","2","2","3",2000,"2358","2"
"2573","6","1","3","1","1","2","1","1",0,0,"1","1","1","3",2000,"2379","3"
"2574","5","1","3","2","2","2","2","1",1,0,"1","1","1","3",2000,"2381","2"
"2575","4","2","2","1","1","1","1","1",0,0,"1","1","1","3",2000,"2382","3"
"2576","5","3","2","2","1","1","2","2",1,0,"2","1","1","3",2000,"2383","3"
"2577","1","1","2","1","1","1","2","1",0,1,"2","1","1","3",2000,"2386","3"
"2578","2","1","2","2","2","2","3","2",0,0,"2","1","1","3",2000,"2392","2"
"2579","4","1","3","1","1","1","2","3",0,0,"1","1","2","3",2000,"2398","3"
"2580","2","1","1","2","2",NA,"2","1",0,1,"2","2","2","3",2000,"2407","4"
"2581","5","2","1","2","2",NA,"3","3",0,0,"2","2","2","3",2000,"2410","2"
"2582","6","1","1","1","1","1","1","1",0,0,"2","1","1","3",2000,"2412","2"
"2583","5","2","1","1","1","1","2","3",0,0,"1","1","1","2",2000,"2413","2"
"2584","3","1","3","3","2","3","2","3",0,0,"2","1","1","2",2000,"2419","2"
"2585","5","1","1","2","2","2","2","1",0,0,"1","1","1","3",2000,"2430","3"
"2586","5","1","2","2","1","2","2","1",0,0,"2","1","2","3",2000,"2432","3"
"2587","6","1","3","2","2","2","1","3",0,1,"2","2","2","3",2000,"2433","3"
"2588","6","1","1","2","1","1","1","1",0,0,"1","1","1","4",2000,"2440","3"
"2589","3","1","3","2","2","2","2","2",0,0,"2","2","2","3",2000,"2442","2"
"2590","6","1","2","2","2","2","2","1",0,0,"2","2","1","4",2000,"2451","2"
"2591","3","1","1","2","2","2","3","3",0,1,"2","2","1","3",2000,"2457","2"
"2592","0","1","1","1","2","1","1","1",1,0,"2","2","2","3",2000,"2462","2"
"2593","6","1","2","2","1","1","1","1",0,0,"1","1","1","3",2000,"2488","4"
"2594","5","1","1","1","2","1","2","1",0,0,"2","1","2","3",2000,"2495","2"
"2595","0","1","1","1","1","1","2","1",0,0,"2","2","2","3",2000,"2503","2"
"2596","2","1","2","2","1","2","2","3",0,0,"2","2","2","3",2000,"2507","2"
"2597","0","1","2","2","1","1","3","1",0,1,"2","2","2","3",2000,"2508","2"
"2598","3","1","3","2","1","1","1","1",0,0,"1","1","1","3",2000,"2527","3"
"2599","1","1","2","2","1","2","2","3",0,0,"2","2","2","3",2000,"2531","3"
"2600","0","1","1","1","2","1","1","1",0,0,"2","2","2","3",2000,"2548","2"
"2601","5","1","2","1","1","2","1","1",0,0,"2","1","2","3",2000,"2569","3"
"2602","4","1","2","2","2","3","2","1",1,0,"2","2","2","3",2000,"2572","2"
"2603","5","1","1","1","2","2","3","2",1,0,"2","1","1","3",2000,"2578","2"
"2604","5","2","2","1","2","2","2","1",1,0,"2","2","2","3",2000,"2582","2"
"2605","5","1","2","2","2",NA,"1","1",0,0,"2","2","2","3",2000,"2601","3"
"2606","4","1","2","1","1","2","1","1",0,0,"2","2","2","3",2000,"2608","3"
"2607","7","1","2","2","1","2","2","1",0,1,"1","1","1","3",2000,"2616","2"
"2608","4","1","3","1","2","1","1","1",0,0,"1","2","2","3",2000,"2617","3"
"2609","4","1","1","2","1","2","2","3",0,0,"2","2","2","3",2000,"2622","3"
"2610","6","2","2","1","1","1","1","3",0,1,"1","1","1","3",2000,"2666","2"
"2611","6","2","2","2","1","2","2","1",0,1,"1","1","1","3",2000,"2701","2"
"2612","1","1","1","1","2","1","2","1",1,0,"2","1","2","3",2000,"2708","2"
"2613","1","2","1","2","2","1","2","3",0,0,"2","2","2","3",2000,"2711","2"
"2614","1","1","1","2","2","2","2","3",0,0,"1","1","1","3",2000,"2712","2"
"2615","5","1","1","2","2","2","2","3",0,0,"1","1","1","3",2000,"2714","2"
"2616","5","1","1","2","2",NA,"1","1",1,0,"1","1","1","3",2000,"2717","3"
"2617","6","1","3","2","2","2","2","1",0,0,"1","1","1","3",2000,"2719","3"
"2618","0","1","3","2","1","1","1","1",0,0,"1","1","2","3",2000,"2727","3"
"2619","5","1","3","1","1","2","1","1",0,0,"1","2","2","3",2000,"2733","3"
"2620","3","1","1","1","1",NA,"1","3",0,1,"1","1","1","3",2000,"2747","4"
"2621","3","1","3","2","2","1","2","1",0,0,"1","2","2","3",2000,"2765","2"
"2622","6","1","2","1","1","1","1","1",1,1,"2","1","2","3",2000,"2766","3"
"2623","2","1","3","1","1","2","1","1",0,0,"2","2","2","3",2000,"2779","4"
"2624","5","1","1","2","1","1","1","1",0,0,"1","2","2","3",2002,"2","3"
"2625","1","1","2","1","2",NA,"2","1",0,0,"2","2","1","3",2002,"79","2"
"2626","3","1","3","2","2","2","2","2",0,0,"2","1","2","3",2002,"83","2"
"2627","1","2","2","2","2","2","2","1",1,0,"2","2","2","3",2002,"154","3"
"2628","1","1","3","2","2","2","1","3",0,0,"2","2","2","3",2002,"160","2"
"2629","6","2","2","1","1","2","2","1",0,0,"2","2","2","3",2002,"170","2"
"2630","3","1",NA,"2","1","1","2","1",0,0,"2","2","2","4",2002,"195","2"
"2631","0","1","1","2","2","1","2","1",1,0,"2","2","2","3",2002,"224","2"
"2632","5","1","2","2","2","1","1","1",0,1,"2","2","2","3",2002,"276","3"
"2633","0","2","2","1","1","1","1","1",0,0,"2","2","2","3",2002,"282","4"
"2634","4","1","2","1","1",NA,"2","3",0,0,"2","2","2","3",2002,"304","3"
"2635","0","1","3","2","1","1","1","1",0,0,"2","2","2","3",2002,"316","4"
"2636","2","1","3","1","1","2","1","1",0,1,"2","1","1","3",2002,"338","3"
"2637","7","1","3","2","2","4","2","1",0,0,"2","2","2","3",2002,"341","3"
"2638","4","2","2","2","1","4","2","1",0,1,"2","2","2","3",2002,"349","2"
"2639","1","1","3","2","2","2","2","3",0,0,"1","1","1","3",2002,"360","3"
"2640","5","1","2","1","1","1","1","1",0,0,"2","2","2","3",2002,"366","3"
"2641","3","2","3","2","1","1","2","1",1,0,"2","2","2","3",2002,"406","3"
"2642","0","1","1","2","2","2","2","1",1,0,"2","2","2","3",2002,"445","4"
"2643","0","1","3","1","1","1","3","2",0,0,"2","2","2","3",2002,"452","3"
"2644","3","1","2","2","1","1","2","3",0,0,"1","2","1","3",2002,"492","3"
"2645","3","1","3","2","1","1","2","2",0,1,"2","2","2","2",2002,"495","3"
"2646","0","1","1","2","1","1","1","1",0,0,"2","2","2","3",2002,"512","2"
"2647","2","1","3","1","1","1","1","3",0,1,"2","2","2","3",2002,"522","3"
"2648","1","1","2","1","2","2","2","3",0,0,"2","2","2","3",2002,"529","2"
"2649","6","2","1","1","1","1","1","1",0,0,"2","2","2","3",2002,"537","3"
"2650","3","2","3","2","2","2","1","1",0,0,"2","2","2","3",2002,"546","3"
"2651","5","2","3","2","2","2","3","3",0,0,"2","2","1","3",2002,"550","3"
"2652","5","2","2","1","1","1","2","3",0,1,"2","2","2","3",2002,"558","3"
"2653","6","1","2","1","1","1","1","1",0,0,"1","2","2","3",2002,"594","3"
"2654","6","1","3","2","1","2","2","1",0,0,"2","2","2","3",2002,"603","3"
"2655","5","1","1","1","2","1","2","1",0,0,"1","1","1","3",2002,"605","3"
"2656","2","1","3","2","2","1","2","3",0,0,"2","2","2","3",2002,"614","2"
"2657","2","1","2","2","1","3","2","3",0,0,"2","2","2","3",2002,"622","2"
"2658","2","1","2","2","1","2","2","1",0,0,"2","2","2","3",2002,"651","3"
"2659","4","1","2","2","1","1","2","1",1,0,"2","1","1","3",2002,"654","3"
"2660","5","2","2","1","1","1","2","1",0,0,"2","2","2","3",2002,"657","3"
"2661","3","1","2","2","2","1","2","1",1,0,"2","2","2","3",2002,"665","2"
"2662","0","1","2","2","1","1","1","1",0,0,"1","2","2","3",2002,"669","2"
"2663","6","2","2","2","1","2","2","1",0,0,"2","2","1","3",2002,"688","3"
"2664","5","1","2","1","2","1","1","1",0,0,"2","2","2","3",2002,"714","3"
"2665","5","2","1","1","2","2","2","3",0,1,"1","1","1","3",2002,"744","2"
"2666","0","1","1","1","2","1","2","1",0,0,"2","2","2","3",2002,"753","2"
"2667","1","2","1","1","2","1","1","1",0,0,"2","2","2","3",2002,"755","2"
"2668","1","2","3","1","1","1","3","2",0,0,"2","2","2","3",2002,"769","3"
"2669","1","1","3","2","2","1","2","3",0,0,"2","1","2","3",2002,"782","3"
"2670","2","2","3","2","1","2","3","3",0,0,"2","2","2","3",2002,"806","2"
"2671","2","1","2","1","1","1","2","3",0,0,"2","2","2","3",2002,"809","3"
"2672","1","1","3","1","2","2","2","3",0,0,"1","1","2","3",2002,"822","3"
"2673","6","1","1","1","1","1","3","3",0,0,"1","1","1","3",2002,"835","3"
"2674","4","1","1","2","2",NA,"2","3",0,0,"1","2","1","3",2002,"872","3"
"2675","5","1","1","2","1","3","3","1",1,1,"1","1","1","3",2002,"883","3"
"2676","6","1","3","2","1","1","1","3",0,0,"2","2","2","3",2002,"900","3"
"2677","3","1","2","2","1","2","1","1",0,0,"2","2","2","3",2002,"913","2"
"2678","1","1","2","2","2","2","2","3",1,0,"2","2","2","3",2002,"923","2"
"2679","1","2","3","1","2","1","1","3",0,0,"2","2","2","3",2002,"954","3"
"2680","4","1","2","2","1","1","2","2",0,0,"2","2","2","3",2002,"969","2"
"2681","5","2","1","2","2","2","2","1",1,0,"2","1","1","3",2002,"1021","2"
"2682","6","1","1","1","1","1","1","1",0,1,"2","1","2","3",2002,"1035","3"
"2683","1","2","1","3","1","1","3","3",1,0,"2","2","2","3",2002,"1039","2"
"2684","0","3","1","2","1","2","1","3",0,0,"2","1","2","4",2002,"1056","3"
"2685","5","2","2","1","2","2","2","1",0,0,"1","1","1","3",2002,"1074","2"
"2686","5","1","2","2","2",NA,"1","1",0,1,"2","2","2","3",2002,"1085","3"
"2687","3","1","2","2","2","1","1","1",0,1,"2","2","2","3",2002,"1127","2"
"2688","1","1","1","2","1","1","3","3",1,0,"2","2","2","3",2002,"1131","3"
"2689","7","2","2","2","1",NA,"3","1",0,0,"2","2","2","3",2002,"1142","2"
"2690","5","1","2","2","2","2","2","1",0,0,"2","1","2","3",2002,"1158","2"
"2691","5","1","3","2","1","2","2","1",1,0,"2","2","2","3",2002,"1171","3"
"2692","3","1","2","2",NA,"1","3","3",0,0,"1","1","1","3",2002,"1185","2"
"2693","6","1","3","2","2","1","1","1",1,0,"1","2","2","3",2002,"1232","3"
"2694","6","2","3","2","1","1","1","2",0,0,"2","1","2","3",2002,"1244","3"
"2695","5","1","1","1","1","1","2","1",1,0,"2","2","2","3",2002,"1253","3"
"2696","4","1","2","2","2",NA,"2","2",0,0,"2","2","2","3",2002,"1307","3"
"2697","0","1","2","2","2","2","2","1",0,1,"2","2","2","3",2002,"1323","3"
"2698","5","2","2","1","2","3","2","3",0,0,"2","2","2","3",2002,"1338","2"
"2699","3","1","1","1","1",NA,"2","3",0,0,"2","2","2","3",2002,"1369","2"
"2700","0","2","3","3","2","1","1","3",1,0,"2","2","2","3",2002,"1378","3"
"2701","1","1","1","2","2","1","1","1",0,0,"2","2","2","3",2002,"1404","3"
"2702","6","1","3","2","1","2","2","1",0,0,"1","1","1","3",2002,"1413","2"
"2703","2","1","1","3",NA,"2","3","3",1,0,"2","2","2","3",2002,"1432","2"
"2704","3","1","3","2","1","2","3","3",1,0,"2","2","2","3",2002,"1456","2"
"2705","1","2","3","1","1","2","2","1",1,1,"2","2","2","3",2002,"1461","2"
"2706","3","2","1","2","2","1","2","1",1,0,"2","2","2","3",2002,"1507","3"
"2707","6","1","2","1","1",NA,"1","1",0,0,"1","1","1","3",2002,"1532","4"
"2708","6","1","2","2","2","3","2","2",0,1,"1","1","2","3",2002,"1535","2"
"2709","0","1","2","1","1","1","1","1",0,1,"2","2","2","3",2002,"1575","3"
"2710","5","1","2","1","2","2","1","1",0,1,"1","1","2","3",2002,"1603","3"
"2711","1","1","2","2","2","2","2","1",0,1,"2","1","2","2",2002,"1606","2"
"2712","1","1","2","1","1","2","2","1",0,1,"2","2","2","3",2002,"1654","3"
"2713","1","1","1","1","1","2","1","1",0,1,"1","2","2","3",2002,"1665","2"
"2714","0","1","3","2","3","3","3","2",1,0,"2","1","2","2",2002,"1668","2"
"2715","1","1","2","1","1","1","2","1",0,0,"1","2","2","3",2002,"1671","3"
"2716","7","1","1","2","1","4","3","2",0,0,"2","2","2","2",2002,"1690","2"
"2717","2","1","3","2","1",NA,"1","3",0,0,"2","2","1","3",2002,"1695","4"
"2718","3","2","2","2","1","1","1","1",0,1,"2","2","2","3",2002,"1704","2"
"2719","4","1","3","1","1","2","2","1",1,0,"2","2","2","3",2002,"1708","3"
"2720","0","2","2","2","2","1","3","1",0,0,"2","1","2","3",2002,"1713","3"
"2721","5","2","2","2","1","1","1","1",0,0,"1","1","2","3",2002,"1719","3"
"2722","5","1","2","2",NA,"1","1","1",0,0,"2","2","2","3",2002,"1798","3"
"2723","6","1","3","1","1","1","3","3",0,0,"2","2","2","3",2002,"1805","3"
"2724","0","1","3","2","2","1","2","3",0,0,"1","2","2","3",2002,"1845","2"
"2725","2","2","3","1","2","2","1","3",0,0,"2","2","2","3",2002,"1873","3"
"2726","6","1","3","1","1","1","1","1",1,0,"2","1","2","3",2002,"1879","3"
"2727","1","2","3","1","1","1","2","1",1,0,"2","2","2","4",2002,"1911","3"
"2728","1","1","1","1","1","1","2","2",0,0,"2","2","1","3",2002,"1935","2"
"2729","4","1","1","1","1","1","1","1",0,0,"2","2","1","3",2002,"1938","2"
"2730","6","1","3","2","1","3","3","2",0,0,"1","2","1","3",2002,"1953","3"
"2731","5","1","3","2","2","2","2","1",0,0,"2","2","2","3",2002,"1980","3"
"2732","3","1","1","2","2","2","3","2",0,1,"1","1","1","3",2002,"2015","2"
"2733","1","1","1","2","2","1","3","2",0,0,"2","2","2","3",2002,"2067","3"
"2734","0","2","1","1","2","1","1","3",0,0,"2","2","2","3",2002,"2073","2"
"2735","4","1","3","2","2","1","2","3",0,0,"2","2","2","3",2002,"2094","2"
"2736","5","1","1","1","1","1","1","1",0,0,"2","1","1","3",2002,"2105","2"
"2737","5","2","3","2","2","2","2","3",0,0,"1","1","1","3",2002,"2109","2"
"2738","2","1","2","1","1","1","1","1",0,0,"1","1","1","3",2002,"2122","2"
"2739","4","2","2","1","1","3","2","1",1,1,"2","1","2","3",2002,"2123","2"
"2740","1","2","2","1","1","1","1","3",0,1,"1","1","1","3",2002,"2128","3"
"2741","2","2","2","1","2","1","1","3",1,0,"1","1","1","3",2002,"2139","2"
"2742","5","1","1","2","2","1","3","1",0,0,"1","1","1","3",2002,"2152","2"
"2743","3","1","1","1","2","1","2","1",0,0,"2","2","2","3",2002,"2156","3"
"2744","5","1","1","1","2","1","1","1",0,0,"1","2","2","3",2002,"2179","2"
"2745","5","2","1","1","1","1","1","3",0,0,"1","1","1","3",2002,"2183","3"
"2746","5","1","1","2","2","1","2","3",0,0,"1","1","1","3",2002,"2190","2"
"2747","6","2","1","2","2","2","1","1",0,0,"2","2","1","3",2002,"2200","3"
"2748","5","1","2","1","1","1","1","1",1,0,"1","1","1","3",2002,"2219","2"
"2749","6","1","2","2","1","2","2","2",0,0,"2","1","2","3",2002,"2226","2"
"2750","3","2","2","2","2","1","2","3",0,0,"2","2","2","3",2002,"2229","2"
"2751","1","1","1","1","1","1","2","1",0,1,"2","2","2","3",2002,"2262","3"
"2752","1","1","1","1","2","1","2","3",0,0,"1","1","1","3",2002,"2268","2"
